"编号{id,int}(idx)","名称(str,n)","描述(str,d)","图标(str,p1)","成就组(num,cjz)","类型{type,int}(num,tp)","接受条件组{acceptCdits,json_cdits}(json,ac)","完成条件组{finCdits,json_cdits}(json,fc)","自动行为组{autoBehavs,json_behavs}(json,ab)","手动行为组{manualBehavs,json_behavs}(json,mb)","重置类型{loop,str}","文字描述1","文字描述2",
35000260,来约会,约会9200次,,15,3,"[{type:6,param:3,val:35000259}]","[{type:3,param:8,val:9200,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:41400000}]}]",n,135000260,235000260,
35000261,结亲家,结亲家1次,10042118,18,3,[],"[{type:3,param:31,val:1,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:36000}]}]",n,135000261,235000261,
35000262,结亲家,结亲家2次,,18,3,"[{type:6,param:3,val:35000261}]","[{type:3,param:31,val:2,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:70200}]}]",n,135000262,235000262,
35000263,结亲家,结亲家3次,,18,3,"[{type:6,param:3,val:35000262}]","[{type:3,param:31,val:3,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:114000}]}]",n,135000263,235000263,
35000264,结亲家,结亲家4次,,18,3,"[{type:6,param:3,val:35000263}]","[{type:3,param:31,val:4,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:222000}]}]",n,135000264,235000264,
35000265,结亲家,结亲家5次,,18,3,"[{type:6,param:3,val:35000264}]","[{type:3,param:31,val:5,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:432000}]}]",n,135000265,235000265,
35000266,结亲家,结亲家7次,,18,3,"[{type:6,param:3,val:35000265}]","[{type:3,param:31,val:7,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:735000}]}]",n,135000266,235000266,
35000267,结亲家,结亲家9次,,18,3,"[{type:6,param:3,val:35000266}]","[{type:3,param:31,val:9,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:1020000}]}]",n,135000267,235000267,
35000268,结亲家,结亲家11次,,18,3,"[{type:6,param:3,val:35000267}]","[{type:3,param:31,val:11,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:1386000}]}]",n,135000268,235000268,
35000269,结亲家,结亲家13次,,18,3,"[{type:6,param:3,val:35000268}]","[{type:3,param:31,val:13,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:1728000}]}]",n,135000269,235000269,
35000270,结亲家,结亲家15次,,18,3,"[{type:6,param:3,val:35000269}]","[{type:3,param:31,val:15,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:2139000}]}]",n,135000270,235000270,
35000271,结亲家,结亲家18次,,18,3,"[{type:6,param:3,val:35000270}]","[{type:3,param:31,val:18,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:2520000}]}]",n,135000271,235000271,
35000272,结亲家,结亲家21次,,18,3,"[{type:6,param:3,val:35000271}]","[{type:3,param:31,val:21,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:2958000}]}]",n,135000272,235000272,
35000273,结亲家,结亲家24次,,18,3,"[{type:6,param:3,val:35000272}]","[{type:3,param:31,val:24,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:3360000}]}]",n,135000273,235000273,
35000274,结亲家,结亲家27次,,18,3,"[{type:6,param:3,val:35000273}]","[{type:3,param:31,val:27,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:3888000}]}]",n,135000274,235000274,
35000275,结亲家,结亲家30次,,18,3,"[{type:6,param:3,val:35000274}]","[{type:3,param:31,val:30,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:4368000}]}]",n,135000275,235000275,
35000276,结亲家,结亲家34次,,18,3,"[{type:6,param:3,val:35000275}]","[{type:3,param:31,val:34,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:4950000}]}]",n,135000276,235000276,
35000277,结亲家,结亲家38次,,18,3,"[{type:6,param:3,val:35000276}]","[{type:3,param:31,val:38,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:5472000}]}]",n,135000277,235000277,
35000278,结亲家,结亲家42次,,18,3,"[{type:6,param:3,val:35000277}]","[{type:3,param:31,val:42,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:6072000}]}]",n,135000278,235000278,
35000279,结亲家,结亲家46次,,18,3,"[{type:6,param:3,val:35000278}]","[{type:3,param:31,val:46,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:6600000}]}]",n,135000279,235000279,
35000280,结亲家,结亲家50次,,18,3,"[{type:6,param:3,val:35000279}]","[{type:3,param:31,val:50,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:7245000}]}]",n,135000280,235000280,
35000281,结亲家,结亲家55次,,18,3,"[{type:6,param:3,val:35000280}]","[{type:3,param:31,val:55,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:7800000}]}]",n,135000281,235000281,
35000282,结亲家,结亲家60次,,18,3,"[{type:6,param:3,val:35000281}]","[{type:3,param:31,val:60,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:8550000}]}]",n,135000282,235000282,
35000283,结亲家,结亲家65次,,18,3,"[{type:6,param:3,val:35000282}]","[{type:3,param:31,val:65,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:9180000}]}]",n,135000283,235000283,
35000284,结亲家,结亲家70次,,18,3,"[{type:6,param:3,val:35000283}]","[{type:3,param:31,val:70,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:9945000}]}]",n,135000284,235000284,
35000285,结亲家,结亲家75次,,18,3,"[{type:6,param:3,val:35000284}]","[{type:3,param:31,val:75,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:10560000}]}]",n,135000285,235000285,
35000286,结亲家,结亲家81次,,18,3,"[{type:6,param:3,val:35000285}]","[{type:3,param:31,val:81,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:11250000}]}]",n,135000286,235000286,
35000287,结亲家,结亲家87次,,18,3,"[{type:6,param:3,val:35000286}]","[{type:3,param:31,val:87,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:12600000}]}]",n,135000287,235000287,
35000288,结亲家,结亲家93次,,18,3,"[{type:6,param:3,val:35000287}]","[{type:3,param:31,val:93,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:14175000}]}]",n,135000288,235000288,
35000289,结亲家,结亲家99次,,18,3,"[{type:6,param:3,val:35000288}]","[{type:3,param:31,val:99,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:15750000}]}]",n,135000289,235000289,
35000290,结亲家,结亲家105次,,18,3,"[{type:6,param:3,val:35000289}]","[{type:3,param:31,val:105,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:17550000}]}]",n,135000290,235000290,
35000291,结亲家,结亲家112次,,18,3,"[{type:6,param:3,val:35000290}]","[{type:3,param:31,val:112,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:19350000}]}]",n,135000291,235000291,
35000292,结亲家,结亲家119次,,18,3,"[{type:6,param:3,val:35000291}]","[{type:3,param:31,val:119,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:21375000}]}]",n,135000292,235000292,
35000293,结亲家,结亲家126次,,18,3,"[{type:6,param:3,val:35000292}]","[{type:3,param:31,val:126,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:23400000}]}]",n,135000293,235000293,
35000294,结亲家,结亲家133次,,18,3,"[{type:6,param:3,val:35000293}]","[{type:3,param:31,val:133,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:25650000}]}]",n,135000294,235000294,
35000295,结亲家,结亲家140次,,18,3,"[{type:6,param:3,val:35000294}]","[{type:3,param:31,val:140,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:27900000}]}]",n,135000295,235000295,
35000296,结亲家,结亲家148次,,18,3,"[{type:6,param:3,val:35000295}]","[{type:3,param:31,val:148,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:30375000}]}]",n,135000296,235000296,
35000297,结亲家,结亲家156次,,18,3,"[{type:6,param:3,val:35000296}]","[{type:3,param:31,val:156,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:32850000}]}]",n,135000297,235000297,
35000298,结亲家,结亲家164次,,18,3,"[{type:6,param:3,val:35000297}]","[{type:3,param:31,val:164,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:35550000}]}]",n,135000298,235000298,
35000299,结亲家,结亲家172次,,18,3,"[{type:6,param:3,val:35000298}]","[{type:3,param:31,val:172,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:38250000}]}]",n,135000299,235000299,
35000300,结亲家,结亲家180次,,18,3,"[{type:6,param:3,val:35000299}]","[{type:3,param:31,val:180,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400001,value:41400000}]}]",n,135000300,235000300,
35000301,做富豪,精英小老板,10042102,2,3,[],"[{type:3,param:7,val:2,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:200}]}]",n,135000301,235000301,
35000302,做富豪,顶级小老板,,2,3,"[{type:6,param:3,val:35000301}]","[{type:3,param:7,val:3,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:300}]}]",n,135000302,235000302,
35000303,做富豪,菜鸟大老板,,2,3,"[{type:6,param:3,val:35000302}]","[{type:3,param:7,val:4,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:400}]}]",n,135000303,235000303,
35000304,做富豪,精英大老板,,2,3,"[{type:6,param:3,val:35000303}]","[{type:3,param:7,val:5,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:500}]}]",n,135000304,235000304,
35000305,做富豪,顶级大老板,,2,3,"[{type:6,param:3,val:35000304}]","[{type:3,param:7,val:6,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:600}]}]",n,135000305,235000305,
35000306,做富豪,菜鸟小土豪,,2,3,"[{type:6,param:3,val:35000305}]","[{type:3,param:7,val:7,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:700}]}]",n,135000306,235000306,
35000307,做富豪,精英小土豪,,2,3,"[{type:6,param:3,val:35000306}]","[{type:3,param:7,val:8,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:800}]}]",n,135000307,235000307,
35000308,做富豪,顶级小土豪,,2,3,"[{type:6,param:3,val:35000307}]","[{type:3,param:7,val:9,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:900}]}]",n,135000308,235000308,
35000309,做富豪,菜鸟大土豪,,2,3,"[{type:6,param:3,val:35000308}]","[{type:3,param:7,val:10,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:1000}]}]",n,135000309,235000309,
35000310,做富豪,精英大土豪,,2,3,"[{type:6,param:3,val:35000309}]","[{type:3,param:7,val:11,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:1100}]}]",n,135000310,235000310,
35000311,做富豪,顶级大土豪,,2,3,"[{type:6,param:3,val:35000310}]","[{type:3,param:7,val:12,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:1200}]}]",n,135000311,235000311,
35000312,做富豪,菜鸟小富豪,,2,3,"[{type:6,param:3,val:35000311}]","[{type:3,param:7,val:13,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:1300}]}]",n,135000312,235000312,
35000313,做富豪,精英小富豪,,2,3,"[{type:6,param:3,val:35000312}]","[{type:3,param:7,val:14,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:1400}]}]",n,135000313,235000313,
35000314,做富豪,顶级小富豪,,2,3,"[{type:6,param:3,val:35000313}]","[{type:3,param:7,val:15,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:1500}]}]",n,135000314,235000314,
35000315,做富豪,菜鸟大富豪,,2,3,"[{type:6,param:3,val:35000314}]","[{type:3,param:7,val:16,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:1600}]}]",n,135000315,235000315,
35000316,做富豪,精英大富豪,,2,3,"[{type:6,param:3,val:35000315}]","[{type:3,param:7,val:17,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:1700}]}]",n,135000316,235000316,
35000317,做富豪,顶级大富豪,,2,3,"[{type:6,param:3,val:35000316}]","[{type:3,param:7,val:18,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:1800}]}]",n,135000317,235000317,
35000318,赚大钱,通关41,10042105,5,3,[],"[{type:3,param:5,val:41,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000318,235000318,
35000319,赚大钱,通关82,,5,3,"[{type:6,param:3,val:35000318}]","[{type:3,param:5,val:82,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000319,235000319,
35000320,赚大钱,通关123,,5,3,"[{type:6,param:3,val:35000319}]","[{type:3,param:5,val:123,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000320,235000320,
35000321,赚大钱,通关164,,5,3,"[{type:6,param:3,val:35000320}]","[{type:3,param:5,val:164,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000321,235000321,
35000322,赚大钱,通关205,,5,3,"[{type:6,param:3,val:35000321}]","[{type:3,param:5,val:205,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000322,235000322,
35000323,赚大钱,通关246,,5,3,"[{type:6,param:3,val:35000322}]","[{type:3,param:5,val:246,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000323,235000323,
35000324,赚大钱,通关287,,5,3,"[{type:6,param:3,val:35000323}]","[{type:3,param:5,val:287,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000324,235000324,
35000325,赚大钱,通关328,,5,3,"[{type:6,param:3,val:35000324}]","[{type:3,param:5,val:328,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000325,235000325,
35000326,赚大钱,通关369,,5,3,"[{type:6,param:3,val:35000325}]","[{type:3,param:5,val:369,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000326,235000326,
35000327,赚大钱,通关410,,5,3,"[{type:6,param:3,val:35000326}]","[{type:3,param:5,val:410,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000327,235000327,
35000328,赚大钱,通关451,,5,3,"[{type:6,param:3,val:35000327}]","[{type:3,param:5,val:451,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000328,235000328,
35000329,赚大钱,通关492,,5,3,"[{type:6,param:3,val:35000328}]","[{type:3,param:5,val:492,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000329,235000329,
35000330,赚大钱,通关533,,5,3,"[{type:6,param:3,val:35000329}]","[{type:3,param:5,val:533,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000330,235000330,
35000331,赚大钱,通关574,,5,3,"[{type:6,param:3,val:35000330}]","[{type:3,param:5,val:574,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000331,235000331,
35000332,赚大钱,通关615,,5,3,"[{type:6,param:3,val:35000331}]","[{type:3,param:5,val:615,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000332,235000332,
35000333,赚大钱,通关656,,5,3,"[{type:6,param:3,val:35000332}]","[{type:3,param:5,val:656,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000333,235000333,
35000334,赚大钱,通关697,,5,3,"[{type:6,param:3,val:35000333}]","[{type:3,param:5,val:697,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000334,235000334,
35000335,赚大钱,通关738,,5,3,"[{type:6,param:3,val:35000334}]","[{type:3,param:5,val:738,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000335,235000335,
35000336,赚大钱,通关779,,5,3,"[{type:6,param:3,val:35000335}]","[{type:3,param:5,val:779,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000336,235000336,
35000337,赚大钱,通关820,,5,3,"[{type:6,param:3,val:35000336}]","[{type:3,param:5,val:820,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000337,235000337,
35000338,赚大钱,通关861,,5,3,"[{type:6,param:3,val:35000337}]","[{type:3,param:5,val:861,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000338,235000338,
35000339,赚大钱,通关902,,5,3,"[{type:6,param:3,val:35000338}]","[{type:3,param:5,val:902,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000339,235000339,
35000340,赚大钱,通关943,,5,3,"[{type:6,param:3,val:35000339}]","[{type:3,param:5,val:943,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000340,235000340,
35000341,赚大钱,通关984,,5,3,"[{type:6,param:3,val:35000340}]","[{type:3,param:5,val:984,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000341,235000341,
35000342,赚大钱,通关1025,,5,3,"[{type:6,param:3,val:35000341}]","[{type:3,param:5,val:1025,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000342,235000342,
35000343,赚大钱,通关1066,,5,3,"[{type:6,param:3,val:35000342}]","[{type:3,param:5,val:1066,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000343,235000343,
35000344,赚大钱,通关1107,,5,3,"[{type:6,param:3,val:35000343}]","[{type:3,param:5,val:1107,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000344,235000344,
35000345,赚大钱,通关1148,,5,3,"[{type:6,param:3,val:35000344}]","[{type:3,param:5,val:1148,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000345,235000345,
35000346,赚大钱,通关1189,,5,3,"[{type:6,param:3,val:35000345}]","[{type:3,param:5,val:1189,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000346,235000346,
35000347,赚大钱,通关1230,,5,3,"[{type:6,param:3,val:35000346}]","[{type:3,param:5,val:1230,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000347,235000347,
35000348,赚大钱,通关1271,,5,3,"[{type:6,param:3,val:35000347}]","[{type:3,param:5,val:1271,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000348,235000348,
35000349,赚大钱,通关1312,,5,3,"[{type:6,param:3,val:35000348}]","[{type:3,param:5,val:1312,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000349,235000349,
35000350,赚大钱,通关1353,,5,3,"[{type:6,param:3,val:35000349}]","[{type:3,param:5,val:1353,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000350,235000350,
35000351,赚大钱,通关1394,,5,3,"[{type:6,param:3,val:35000350}]","[{type:3,param:5,val:1394,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000351,235000351,
35000352,赚大钱,通关1435,,5,3,"[{type:6,param:3,val:35000351}]","[{type:3,param:5,val:1435,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000352,235000352,
35000353,赚大钱,通关1476,,5,3,"[{type:6,param:3,val:35000352}]","[{type:3,param:5,val:1476,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000353,235000353,
35000354,赚大钱,通关1517,,5,3,"[{type:6,param:3,val:35000353}]","[{type:3,param:5,val:1517,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000354,235000354,
35000355,赚大钱,通关1558,,5,3,"[{type:6,param:3,val:35000354}]","[{type:3,param:5,val:1558,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000355,235000355,
35000356,赚大钱,通关1599,,5,3,"[{type:6,param:3,val:35000355}]","[{type:3,param:5,val:1599,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000356,235000356,
35000357,赚大钱,通关1640,,5,3,"[{type:6,param:3,val:35000356}]","[{type:3,param:5,val:1640,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000357,235000357,
35000358,赚大钱,通关1681,,5,3,"[{type:6,param:3,val:35000357}]","[{type:3,param:5,val:1681,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000358,235000358,
35000359,赚大钱,通关1722,,5,3,"[{type:6,param:3,val:35000358}]","[{type:3,param:5,val:1722,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000359,235000359,
35000360,赚大钱,通关1763,,5,3,"[{type:6,param:3,val:35000359}]","[{type:3,param:5,val:1763,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000360,235000360,
35000361,赚大钱,通关1804,,5,3,"[{type:6,param:3,val:35000360}]","[{type:3,param:5,val:1804,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000361,235000361,
35000362,赚大钱,通关1845,,5,3,"[{type:6,param:3,val:35000361}]","[{type:3,param:5,val:1845,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000362,235000362,
35000363,赚大钱,通关1886,,5,3,"[{type:6,param:3,val:35000362}]","[{type:3,param:5,val:1886,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000363,235000363,
35000364,赚大钱,通关1927,,5,3,"[{type:6,param:3,val:35000363}]","[{type:3,param:5,val:1927,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000364,235000364,
35000365,赚大钱,通关1968,,5,3,"[{type:6,param:3,val:35000364}]","[{type:3,param:5,val:1968,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000365,235000365,
35000366,赚大钱,通关2009,,5,3,"[{type:6,param:3,val:35000365}]","[{type:3,param:5,val:2009,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000366,235000366,
35000367,赚大钱,通关2050,,5,3,"[{type:6,param:3,val:35000366}]","[{type:3,param:5,val:2050,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000367,235000367,
35000368,赚大钱,通关2091,,5,3,"[{type:6,param:3,val:35000367}]","[{type:3,param:5,val:2091,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000368,235000368,
35000369,赚大钱,通关2132,,5,3,"[{type:6,param:3,val:35000368}]","[{type:3,param:5,val:2132,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000369,235000369,
35000370,赚大钱,通关2173,,5,3,"[{type:6,param:3,val:35000369}]","[{type:3,param:5,val:2173,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000370,235000370,
35000371,赚大钱,通关2214,,5,3,"[{type:6,param:3,val:35000370}]","[{type:3,param:5,val:2214,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000371,235000371,
35000372,赚大钱,通关2255,,5,3,"[{type:6,param:3,val:35000371}]","[{type:3,param:5,val:2255,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000372,235000372,
35000373,赚大钱,通关2296,,5,3,"[{type:6,param:3,val:35000372}]","[{type:3,param:5,val:2296,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000373,235000373,
35000374,赚大钱,通关2337,,5,3,"[{type:6,param:3,val:35000373}]","[{type:3,param:5,val:2337,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000374,235000374,
35000375,赚大钱,通关2378,,5,3,"[{type:6,param:3,val:35000374}]","[{type:3,param:5,val:2378,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000375,235000375,
35000376,赚大钱,通关2419,,5,3,"[{type:6,param:3,val:35000375}]","[{type:3,param:5,val:2419,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000376,235000376,
35000377,赚大钱,通关2460,,5,3,"[{type:6,param:3,val:35000376}]","[{type:3,param:5,val:2460,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000377,235000377,
35000378,赚大钱,通关2501,,5,3,"[{type:6,param:3,val:35000377}]","[{type:3,param:5,val:2501,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000378,235000378,
35000379,赚大钱,通关2542,,5,3,"[{type:6,param:3,val:35000378}]","[{type:3,param:5,val:2542,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000379,235000379,
35000380,赚大钱,通关2583,,5,3,"[{type:6,param:3,val:35000379}]","[{type:3,param:5,val:2583,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000380,235000380,
35000381,赚大钱,通关2624,,5,3,"[{type:6,param:3,val:35000380}]","[{type:3,param:5,val:2624,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000381,235000381,
35000382,赚大钱,通关2665,,5,3,"[{type:6,param:3,val:35000381}]","[{type:3,param:5,val:2665,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000382,235000382,
35000383,赚大钱,通关2706,,5,3,"[{type:6,param:3,val:35000382}]","[{type:3,param:5,val:2706,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000383,235000383,
35000384,赚大钱,通关2747,,5,3,"[{type:6,param:3,val:35000383}]","[{type:3,param:5,val:2747,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000384,235000384,
35000385,赚大钱,通关2788,,5,3,"[{type:6,param:3,val:35000384}]","[{type:3,param:5,val:2788,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000385,235000385,
35000386,赚大钱,通关2829,,5,3,"[{type:6,param:3,val:35000385}]","[{type:3,param:5,val:2829,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000386,235000386,
35000387,赚大钱,通关2870,,5,3,"[{type:6,param:3,val:35000386}]","[{type:3,param:5,val:2870,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000387,235000387,
35000388,赚大钱,通关2911,,5,3,"[{type:6,param:3,val:35000387}]","[{type:3,param:5,val:2911,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000388,235000388,
35000389,赚大钱,通关2952,,5,3,"[{type:6,param:3,val:35000388}]","[{type:3,param:5,val:2952,recMode:0}]",[],"[{type:1,funcs:[{type:4,param:80400002,value:100}]}]",n,135000389,235000389,
