"ID{id,int}(idx)","类型{type,int}","类型(num,t)","选择描述(str,chooseDes)","场景跳转图片(str,datePlace)","跳转剧情(num,plotId)","微信开场剧情(str,startDes)","微信开场描述(str,indexDes)","美女约会开场(funcs,beautyStartDes)","美女约会地点引用(funcs,beautyDatePlace)","剧情(funcs,plotDes)","正确选择项(num,rightChoose)","奖励1{prize1,json_funcs}","奖励2{prize2,json_funcs}","奖励3{prize3,json_funcs}","选项1下一段剧情{nextCid1,int}","选项2下一段剧情{nextCid2,int} ","选项3下一段剧情{nextCid3,int}","剧情开始标志(num,showtime)",
57000144,2,1,,,,以后花店再遇到问题我能找你帮忙吗？（脸红）,,,,"{{1,0,1,0,1,0},{{""当然可以！"",""有问题一定要找我！"",""当然，我会随时陪在你身边。（笑）""},{""那就请你多关照了。（脸红）"",""嗯，以后有什么事我一定第一个联系你！（笑）"",""你真的长大了，变得可靠了。""},{""方岚姐，你平时一个人开店会不会很累？"",""方岚姐这些年很不容易吧！""},{""还好，毕竟我还蛮喜欢照顾这些花花草草的。"",""嗯，但至少还有弟弟陪着我，所以一切还好。""},{""方岚姐的心态一直都这么好。"",""真希望你能一直这样恬静开心。""},{""心态好是很重要的哦！（愉快）"",""嗯，我会的。（微笑）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200014,value:1}]","[{type:42,param:20200014,value:1}]","[{type:42,param:20200014,value:1}]",0,0,0,1,
57000145,2,1,,,,明天我要去疗养院一趟，不去花店。,,,,"{{1,0,1,0,1,0},{{""去看你弟弟吗？我也想去看看他呢。"",""我陪你一起去吧。"",""需要我跟你一起去吗？""},{""啊？不用啦，很无聊的。"",""没关系啦，你也很忙。"",""我自己去没关系的。最近忙，已经有好几天没去看他了。""},{""让我跟你一起吧，我也想去看看他。（认真）"",""你真的辛苦了，不要让自己太累。（心疼）""},{""我没什么，倒是你，你工作没关系吗？（担心）"",""我跟弟弟都挺好的，你不用担心。（羞涩）""},{""对我来说，没有什么事比你重要。"",""我想跟你多待一会儿，疗养院我陪你一起去。（认真）""},{""那就一起去吧。（脸红）"",""好，正好你们也很久没见了。（开心）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200014,value:1}]","[{type:42,param:20200014,value:1}]","[{type:42,param:20200014,value:1}]",0,0,0,1,
57000146,2,1,,,,我考虑了很久，决定接受你的建议。,,,,"{{1,0,1,0,1,0},{{""你愿意来我公司上班了？（惊喜）"",""真的吗？能告诉我为什么吗？（惊喜）"",""太好了，你终于答应了。（开心）""},{""我会好好做好工作的。（认真）"",""继续开着花店反而更麻烦你。"",""我考虑了很久，觉得这样比较好。""},{""你是真心的愿意来的吗？"",""你愿意就好，我太高兴了。""},{""我当然愿意，为什么这么说？（不解）"",""你…为什么一定要我去你们公司上班啊？（不解）""},{""我不希望你为了我而勉强自己。（认真）"",""我想更好地照顾你，不希望你再受委屈。（深情）""},{""跟你在一起什么我都不觉得勉强。（脸红）"",""再遇到你，我觉得天大的委屈都不算什么了。（脸红）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200014,value:1}]","[{type:42,param:20200014,value:1}]","[{type:42,param:20200014,value:1}]",0,0,0,1,
57000151,1,1,,,,今天谢谢你喽~,,,,"{{1,0,1,0,1,0},{{""没事，你好些了吗？"",""只是被你突然晕倒吓了一跳。"",""太危险了，你以后要注意安全！""},{""我好多了，怎么谢你才好呢~"",""你冲上来救我的时候好勇敢呢。（捂嘴）"",""你很担心我啊？（狡黠）""},{""你啊，以后注意安全。（严肃）"",""我很担心你，生命的事开不得玩笑！（严肃）""},{""能有你来救我，还不错啊~"",""这么严肃，一点都不有趣诶~""},{""真是拿你没办法。（摇头）"",""遇到这么危险的事情你难道不害怕吗？""},{""我感觉自己有守护骑士呢~"",""这不是遇到白马王子来救我了吗~""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200015,value:1}]","[{type:42,param:20200015,value:1}]","[{type:42,param:20200015,value:1}]",0,0,0,1,
57000152,1,1,,,,说吧，要怎么谢我~（笑）,,,,"{{1,0,1,0,1,0},{{""真的太感谢你了，改天请你吃饭。"",""以后你有什么需要我的地方尽管说！"",""呃…不会是漫天要价吧，改天见！""},{""择日不如撞日，就今天怎么样。（笑）"",""什么以后啊，我要你现在就行动！"",""你都这么说了，我要开个高价才行！""},{""我带你去一家很特别的餐厅吧。（笑）"",""我给你备一份礼物吧！""},{""如果是美食的话，我可是可是很挑剔的哦~"",""得要惊喜才行哦！""},{""包你满意，不满意的话我随你处置！（笑）"",""这个要求，感觉有点难。（挠头）""},{""那我估计很难满意了~"",""这就看你表现喽~（狡黠）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200015,value:1}]","[{type:42,param:20200015,value:1}]","[{type:42,param:20200015,value:1}]",0,0,0,1,
57000153,1,1,,,,听说今天某人看我都快看傻了？,,,,"{{1,0,1,0,1,0},{{""谁，谁这么傻？（装傻）"",""是谁这么多嘴？（懊恼）"",""爱美之心人人都有，我是无辜的。（笑）""},{""演技还不错嘛。（捂嘴）"",""哟，还想不承认啊~"",""哎，怪只怪我生得太美丽~（叹气）""},{""好吧，你真的太美了，让人移不开眼。"",""不愧是国际名模，各方面都是一流！（赞叹）""},{""那是当然，也不想想我是谁。（脸红）"",""是不是觉得自己已经爱上我了~（笑）""},{""真想把你藏起来，不让其他人看见。"",""你还真是一点都不含蓄。（笑）""},{""某人贪心，我也奉陪啊~（笑）"",""我就当接受你的示爱了！""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200015,value:1}]","[{type:42,param:20200015,value:1}]","[{type:42,param:20200015,value:1}]",0,0,0,1,
57000154,2,1,,,,你还记得第一次遇到我吗？,,,,"{{1,0,1,0,1,0},{{""你说那次车展？"",""你晕倒那次？"",""当然记得，记忆犹新呢。""},{""我那天还晕倒了。"",""你还记得啊。"",""是不是美人在怀很难忘啊？（狡黠）""},{""很难忘，我还送你去了医院呢。"",""我差点被你突然晕倒吓到了！（无奈）""},{""你知不知道为什么一到医院我就醒了啊？（笑）"",""啊，难忘没有其他的原因啊。（失望）""},{""说起来，你一到医院就醒了很可疑啊。（笑）"",""你长得漂亮，说什么就是什么喽。""},{""我做的一切都是为了跟英雄救美的白马王子多呆一会儿~"",""哼，我假装什么都听不懂的样子~""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200015,value:1}]","[{type:42,param:20200015,value:1}]","[{type:42,param:20200015,value:1}]",0,0,0,1,
57000155,2,1,,,,今天的拍摄累死了~,,,,"{{1,0,1,0,1,0},{{""辛苦啦，想要我怎么犒劳你？"",""乖啦，我带你去吃好吃的？"",""拍摄结束了，想去做什么？""},{""除了吃的，都行！"",""最近在减肥啦，心累！（不满）"",""终于结束了，好想就地躺下睡觉。（有气无力）""},{""晚饭必须吃，不准减肥了！（心疼）"",""我去接你吧，你等我一下。""},{""你快点来接我啦，别让名模等太久！"",""那要快一点哦，你一说我觉得快饿死啦！""},{""要不要先想一下吃什么？"",""已经出发了，15分钟就到。""},{""今天真的累死了，我现在迫不及待想见到你！"",""好吧，等你哟！""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200015,value:1}]","[{type:42,param:20200015,value:1}]","[{type:42,param:20200015,value:1}]",0,0,0,1,
57000156,2,1,,,,我终于找到了梦寐以求的工作~,,,,"{{1,0,1,0,1,0},{{""我一直以为你不愿意签约公司。"",""以前那么多公司邀请你为什么拒绝了？"",""我终于请到了梦寐以求的代言人！""},{""其他公司我当然不愿意！"",""我可不是什么公司都愿意签的~"",""原来我也是你梦寐以求的对象？""},{""不管怎么说，我们算是双赢了！"",""那是不是要恭喜我们，喜结连理？（笑）""},{""真是苦了我谋划这么久！"",""准备好接我的招哦~""},{""你真是我的命中的天使。（认真）"",""你又在打什么坏主意了？""},{""不管怎样，你可要好好对我~（脸红）"",""哼，你逃不出我的手掌心了~""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200015,value:1}]","[{type:42,param:20200015,value:1}]","[{type:42,param:20200015,value:1}]",0,0,0,1,
57000161,1,1,,,,今天，你帮我搬箱子的事，谢啦！,,,,"{{1,0,1,0,1,0},{{""小事一桩而已，不必客气。"",""像这种重活，不适合你这样的漂亮女子。"",""我是一个助人为乐的人嘛！""},{""那我便大恩不言谢啦。"",""油嘴滑舌，不过我不觉得烦。"",""是吗？那我以后叫你活雷锋吧！""},{""我觉得你骑哈雷摩托车的时候特别帅气。"",""见你的第一眼，我就觉得你是个很酷的女生。""},{""是吗？不要太迷恋我哦！（调皮）"",""原来在你眼里，我是这样的啊。""},{""我觉得你挺有意思的。"",""反正第一印象不错。（大笑）""},{""那必须的（满意）"",""（得意）（得意）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200016,value:1}]","[{type:42,param:20200016,value:1}]","[{type:42,param:20200016,value:1}]",0,0,0,1,
57000162,1,1,,,,大善人，你在吗？,,,,"{{1,0,1,0,1,0},{{""嗯，我在的。"",""怎么了，有什么事吗？"",""对方已成功接受了你的信息。""},{""谢谢你帮助了孤儿院。（微笑）"",""没想到你这么有爱心。"",""哼，假不正经的！""},{""今天在孤儿院看到你，觉得你跟平时有些不一样。"",""能看到你的另外一面，我挺开心的。""},{""哪里不一样了？"",""哦？（疑惑）""},{""少了一份桀骜，看起来更柔和了。"",""你眼中带着一份难得一见的温柔。""},{""毕竟是在我家里，可能比较放松吧。"",""面对孤儿院的孩子们，我就是这样的。""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200016,value:1}]","[{type:42,param:20200016,value:1}]","[{type:42,param:20200016,value:1}]",0,0,0,1,
57000163,1,1,,,,终于可以休息了，我快累成狗了。,,,,"{{1,0,1,0,1,0},{{""真的很心疼你，每天打那么多份工。"",""忍不住想抱抱你。"",""身体才是革命的本钱，不要太累了。""},{""为了孤儿院，我甘之如饴。"",""忍住，你可别冲动啊！（呲牙）"",""天降大任于斯人也，必先劳其筋骨。""},{""你呀！什么事都往自己身上抗。"",""真是个坚强到让人心痛的女生。""},{""其实，只要一想到孤儿院的孩子们，我就不累了。"",""也没什么啦，我很满足现在的状态。""},{""要不要我帮帮你啊！"",""我能为你做点什么吗？""},{""不用，我能行的。（嘿哈）"",""没其他的，偶尔听我吐槽一下就好了。""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200016,value:1}]","[{type:42,param:20200016,value:1}]","[{type:42,param:20200016,value:1}]",0,0,0,1,
57000164,2,1,,,,孤儿院的那群孩子真是萌翻我了！（愉快）,,,,"{{1,0,1,0,1,0},{{""发生了什么有趣的事情，快说来听听。"",""吃瓜群众表示很期待里面的故事。"",""哦？怎么把你萌到的？""},{""留个悬念，下次再跟你讲。"",""等你有酒的时候，我再跟你说故事。"",""哈哈，就不告诉你。""},{""哎！好吊人胃口啊。"",""好想知道发生了什么。""},{""孤儿院的孩子，最近好像有点想你。"",""要不，你有空来看看孤儿院的孩子。""},{""我会抽个时间来看他们的。"",""嗯，过几天我就来。""},{""行啊。（憨笑）"",""那就这么说好了。（呲牙）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200016,value:1}]","[{type:42,param:20200016,value:1}]","[{type:42,param:20200016,value:1}]",0,0,0,1,
57000165,2,1,,,,哈哈！我今天破解了一个超难的数学题。,,,,"{{1,0,1,0,1,0},{{""？？？（疑惑）"",""这么厉害的吗？大神！"",""你怎么会突然去解数学题啊？""},{""想不到吧，我可是个数学天才。（满意）"",""那当然，这可是我的专长。"",""我的喜好，不行吗？""},{""你怎么这么厉害啊，我要抱大腿。"",""那以后我有什么疑难杂题都找你。""},{""哼，不给你抱。（傲慢）"",""行，只要是跟数学有关的。""},{""哈哈，好吧！你的这一爱好让我对你有些刮目相看。"",""说实话，我以前还真没发现，你有这样一个技能。""},{""是吧，哼，我可是很厉害的。（满意）"",""那是我隐藏的深。（阴险）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200016,value:1}]","[{type:42,param:20200016,value:1}]","[{type:42,param:20200016,value:1}]",0,0,0,1,
57000166,2,1,,,,我以后就在你公司上班咯！,,,,"{{1,0,1,0,1,0},{{""嗯，以后就会经常见面了。"",""有没有很开心?"",""欢迎你的加入。""},{""(微笑）（微笑）"",""当然，我现在都不用打好几份工了。"",""哈哈，我会好好工作的。""},{""为了庆祝你获得新工作，我们一起吃个饭吧！"",""我为你准备了一桌大餐，你要不要来？""},{""行啊，我早就这么想了。"",""我正好来看看你手艺如何。""},{""我现在就去准备。"",""那就包在我身上了！""},{""我现在充满期待。"",""现在就忍不住想来吃了。""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200016,value:1}]","[{type:42,param:20200016,value:1}]","[{type:42,param:20200016,value:1}]",0,0,0,1,
57000171,1,1,,,,你以前打过排球吗？,,,,"{{1,0,1,0,1,0},{{""说实话，没打过。"",""稍微玩过几次。（笑）"",""不是一直没遇到教练你吗？""},{""那就从零开始吧~"",""那就是说完全没基础喽？"",""那就让我来带你领略排球的魅力吧。""},{""以后就拜托教练了！（正经）"",""我对排球一直很感兴趣，只是没遇到学习的契机。""},{""噗！别跟我假正经！（捂嘴）"",""放心吧，我会好好指导你的。（笑）""},{""有你这样的美女教练，我一定好好学。"",""教练，我一定不会让你失望的！（正经）""},{""那你要做好准备，我可是很严格的。（笑）"",""别以为嘴上说点好听的我就会放宽要求哦~（捂嘴）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200017,value:1}]","[{type:42,param:20200017,value:1}]","[{type:42,param:20200017,value:1}]",0,0,0,1,
57000172,1,1,,,,上次谢谢你帮助我的爸爸。,,,,"{{1,0,1,0,1,0},{{""没什么的。"",""教练的感谢就是嘴上说说吗？（呲牙）"",""你爸爸没事就好。""},{""爸爸让我一定要感谢你呢！"",""明天早上请你吃早餐吧！"",""我爸爸还在怪我不分青红皂白呢。（委屈）""},{""我接受你的道歉和道谢，那就明天一起吃早餐吧。（笑）"",""明天交叔叔一起吧，我们一起吃早餐。""},{""我知道一家早餐店，每天要很早去排队才能买到！"",""可以啊，你想吃什么？""},{""那它味道应该挺不错的"",""我不挑食，你决定就好。""},{""对啊，所以即使排很长队我也愿意。"",""那就让我带你常常地道的当地美食吧！""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200017,value:1}]","[{type:42,param:20200017,value:1}]","[{type:42,param:20200017,value:1}]",0,0,0,1,
57000173,1,1,,,,我希望爸爸下次不要这么冲动了。（低落）,,,,"{{1,0,1,0,1,0},{{""这说明他很爱你。"",""他也只是不想别人伤害你啊。"",""他一定希望自己能为你做些什么。""},{""我知道他爱我，但是我更希望他照顾好自己。"",""要是他因此受伤我一定会内疚的。"",""只要他健健康康，我就满足了。""},{""我跟你一起照顾他吧。（认真）"",""我想他的愿望一定是你开心快乐吧！""},{""我是不是没照顾好爸爸啊？"",""我是不是很不孝顺啊？（难过）""},{""当然不是，而且以后还有我在。（认真）"",""傻瓜，你这叫关心则乱。（叹气）""},{""那我们一起照顾爸爸吧。（羞涩）"",""我一定要让爸爸过上没有任何担忧的生活！""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200017,value:1}]","[{type:42,param:20200017,value:1}]","[{type:42,param:20200017,value:1}]",0,0,0,1,
57000174,2,1,,,,最近天气不错，我们出海去玩吧~,,,,"{{1,0,1,0,1,0},{{""嗯，我早就想去了。"",""兴致这么好？"",""蓝天大海，真期待呢~""},{""那就这么愉快的说定了！"",""我很想跟你一起出海，一定会不一样。（脸红）"",""你以前出海玩吗？（好奇）""},{""你应该经常出海去玩吧？"",""我也很想去呢，以前都是为了商务应酬才会坐游轮。""},{""我小时候经常出海玩儿~"",""让我带你好好放松一下吧~""},{""那你可要好好当我的导游。"",""那我就把自己交给你了。（笑）""},{""钓鱼，看海鸥，海上什么都很有趣哦~"",""放心吧，包君满意！（呲牙）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200017,value:1}]","[{type:42,param:20200017,value:1}]","[{type:42,param:20200017,value:1}]",0,0,0,1,
57000175,2,1,,,,爸爸对新的护理很满意！,,,,"{{1,0,1,0,1,0},{{""嗯，有什么其他的需要随时跟我说。"",""那就好。"",""是吗，我还担心他会不习惯。""},{""你为我们付出的太多了。（感激）"",""真不知道应该怎么感激你。"",""爸爸很想亲口对你说谢谢呢。""},{""我只想照顾好你们。"",""我这么做都是为了你啊。""},{""你为什么会对我这么好？（不解）"",""你别这样说。（脸红）""},{""你值得拥有最好的。"",""我想照顾你一辈子。""},{""谢谢你。（羞涩）"",""我现在越来越喜欢你了。（脸红）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200017,value:1}]","[{type:42,param:20200017,value:1}]","[{type:42,param:20200017,value:1}]",0,0,0,1,
57000176,2,1,,,,我最喜欢夏天了！（开心）,,,,"{{1,0,1,0,1,0},{{""沙滩的确和海滩更配。（笑）"",""难怪是运动美少女。（笑）"",""你不会觉得太热吗？""},{""夏天有美味的冰激凌~"",""本美少女是为夏天而生的。（骄傲）"",""夏天最适合运动了！""},{""你总会让人感觉生命充满热情。（笑）"",""跟你在一起，我也开始喜欢夏天了。""},{""生命只有一次，我们本来就应该热情地拥抱它啊~"",""夏天运动的汗水更能让我感受到生命的炽热。""},{""我现在很想拥抱你。（深情）"",""跟你在一起真的无时不刻充满激情。(笑）""},{""你真讨厌。（脸红）"",""跟我一起欣赏生命的另一种美丽吧！（爽朗）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200017,value:1}]","[{type:42,param:20200017,value:1}]","[{type:42,param:20200017,value:1}]",0,0,0,1,
57000181,1,1,,,,你觉得我是很轻浮的女人吗？,,,,"{{1,0,1,0,1,0},{{""是我唐突了，抱歉。"",""没有，我觉得你是一个很漂亮的女生。"",""都怪我，不该那么轻浮的。""},{""不用抱歉，这么想的人不止你一个。"",""所以你就可以有那样的举动。"",""你们男人都是这个样子。""},{""不然我跟你当面道个歉吧。（真诚）"",""我当时喝多了，不是故意的。""},{""你以为这样我就会原谅你。（撇嘴）"",""别以为我不知道你当时在想什么。（生气）""},{""我只是不希望你再因为这件事情生气。"",""我当时只是想跟你打个招呼。（尴尬）""},{""你觉得我不该生气吗？"",""呵，我还是第一次见人这样打招呼。""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200018,value:1}]","[{type:42,param:20200018,value:1}]","[{type:42,param:20200018,value:1}]",0,0,0,1,
57000182,1,1,,,,你别以为今天帮了我就可以怎么样！（脸红）,,,,"{{1,0,1,0,1,0},{{""我绝对没有这个想法。（摇头）"",""难怪你防范心这么强。"",""希望有一天能成为你的保护伞。""},{""好吧，今天谢谢你了。（脸红）"",""你可不要自以为是。"",""我不会相信你油嘴滑舌的。（脸红）""},{""如果愿意，你遇到危险就来找我吧。（叹气）"",""是真的，身处这样的环境，我很想保护你。""},{""你为什么要这么做？"",""说不定你心里想着跟其他人一样的事呢。""},{""我只是想保护你。（认真）"",""看来我首先得让你卸下防御啊。（叹气）""},{""这…这可不是说说而已的。（脸红）"",""你…你别白费功夫了。（脸红）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200018,value:1}]","[{type:42,param:20200018,value:1}]","[{type:42,param:20200018,value:1}]",0,0,0,1,
57000183,1,1,,,,你真的跟其他人不一样吗？,,,,"{{1,0,1,0,1,0},{{""你愿意相信我吗？"",""我可以向你保证！（认真）"",""只要你愿意相信我。（认真）""},{""…我很难信任男人。"",""那…你之前说要保护我。"",""也许我的心已经相信你了。（羞涩）""},{""我一定会尽全力保护你，永远。"",""我不会让你失望的。（坚定）""},{""有你这句话，好像什么困难都不可怕了。（笑）"",""如果我退出娱乐圈呢？（试探）""},{""困难都交给我，你开开心心的就好了。"",""你做什么都不需要害怕，我会是你的后盾。（笑）""},{""傻瓜，我肯定是要跟你并肩站在一起啊！（脸红）"",""有你这句话，我现在充满了力量。""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200018,value:1}]","[{type:42,param:20200018,value:1}]","[{type:42,param:20200018,value:1}]",0,0,0,1,
57000184,2,1,,,,我的新电影要上映了哦~,,,,"{{1,0,1,0,1,0},{{""恭喜，我一定要去看！"",""早就迫不及待想看了！（笑）"",""请我去看吗？""},{""好想跟你一去看啊！"",""可惜我这几天都没空。（惋惜）"",""最近有宣传，我可能要晚几天才能看。（嘟嘴）""},{""我还打算带你一起去看呢。（失望）"",""逗你的，我已经包场了，首映场~""},{""对不起啦，这几天全国都要去宣传。（可怜）"",""可是我不能陪你一起去看。""},{""我先包场让公司的人去支持，你回来我们再一起看！"",""不管怎么样，你的电影我怎么可能不支持呢。（笑）""},{""啊！你真是对我太好了！（开心）"",""等我宣传完了一定要再请你去看一次！""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200018,value:1}]","[{type:42,param:20200018,value:1}]","[{type:42,param:20200018,value:1}]",0,0,0,1,
57000185,2,1,,,,真没想过我有一天可以不用再应付那些有钱人和导演。,,,,"{{1,0,1,0,1,0},{{""你以后再也不用看他们的脸色了。"",""我说过，会保护你。"",""做你自己就好了。""},{""是你给了我全新的生活。"",""命运很奇妙，我居然会遇到一个这么特别的人。"",""压抑太久，突然有种美好得不真实的感觉。""},{""让我成为你以后的生命里必不可少的存在吧。"",""别担心，以后都有我在。（笑）""},{""我想，现在的幸福都来源于你吧。（脸红）"",""嗯，你就是最让我幸福的存在了。（脸红）""},{""有句话好像一直忘了说：我爱你。（深情）"",""那就安心呆在我身边吧。""},{""我…我也是。"",""嗯，希望我们能永远在一起。（脸红）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200018,value:1}]","[{type:42,param:20200018,value:1}]","[{type:42,param:20200018,value:1}]",0,0,0,1,
57000186,2,1,,,,下周五晚上你有空吗？,,,,"{{1,0,1,0,1,0},{{""嗯？有什么事吗？"",""没什么安排。"",""你有什么安排吗？""},{""颁奖典礼…."",""想让你陪我去个地方。"",""嗯…有一件挺重要的事情。（羞涩）""},{""让我猜一下，邀请我陪你参加颁奖典礼吗？"",""是颁奖典礼的事？""},{""嗯，可以陪我一起出席吗？（脸红）"",""嗯，我想邀请你跟我一起出席。（脸红）""},{""当然可以，早就想让全世界知道你属于我了。（深情）"",""真的吗？看来我要成为大众情敌了。（笑）""},{""希望我们能得到所有人祝福。（脸红）"",""在我心里，一直只有你一个人。（羞）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200018,value:1}]","[{type:42,param:20200018,value:1}]","[{type:42,param:20200018,value:1}]",0,0,0,1,
57000191,1,1,,,,谢谢你这么认真的听我唱歌。,,,,"{{1,0,1,0,1,0},{{""因为你唱的真的很好听。"",""我对美妙的歌声没什么抵抗力。"",""哈哈，我要疯狂为你打call。""},{""其实也没有很好啦。"",""说的我有点不好意思了。"",""收获小迷弟一枚。（微笑）""},{""你都是自己写歌的吗？"",""我觉得你的歌里充满了故事。""},{""我自己也写，但有时候也会改编一下别人的歌。"",""在我看来，没有故事的歌不算是一首好歌。""},{""对于唱歌这方面，你真的很用心。"",""我觉得你很有才华，也很有自己的想法。""},{""对啊，这是我一直坚持在做的事情。"",""哈哈！（微笑）（害羞）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200019,value:1}]","[{type:42,param:20200019,value:1}]","[{type:42,param:20200019,value:1}]",0,0,0,1,
57000192,1,1,,,,我从小就有个音乐梦。,,,,"{{1,0,1,0,1,0},{{""我小时候好像都没什么梦想。（露齿笑）"",""真羡慕你们这些一直都有奋斗目标的人。"",""挺好的，毕竟你这么有音乐天赋。""},{""哈哈，现在你应该有吧！"",""说不定，我们这些人也羡慕着你哦！"",""有天赋是好事，但后天努力也必不可少。""},{""其实我很佩服你，能一个人在外面打拼这么久。"",""你应该是一个很坚韧执着的女生吧！""},{""没办法，虽然我父母不同意我唱歌，但无论如何我都不会放弃。"",""算是吧，毕竟一直做着这样的事情。""},{""嗯，能做到这一点，你已经很不错了。"",""喜欢就放手去做吧！""},{""我还会做的更好的。"",""嗯，我知道了。""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200019,value:1}]","[{type:42,param:20200019,value:1}]","[{type:42,param:20200019,value:1}]",0,0,0,1,
57000193,1,1,,,,我没想到你会送我那把乐器。,,,,"{{1,0,1,0,1,0},{{""看你这么喜欢，就买来咯！"",""也只有你，才适合演奏这个乐器。"",""把它送给你，是因为在音乐这条路上，我是很支持你的。""},{""就喜欢你这爽快耿直的性格。（呲牙）"",""啊，你这样说的我好开心。"",""说过很多次了，但还是想再谢谢你一次。""},{""我觉得我有必要提高一下自己的音乐造诣。"",""我想学唱歌，可以请教你吗？""},{""可以啊，就当丰富自己了嘛。"",""没问题啊，我随时都有时间教你。""},{""有你这样的老师，我学起来应该很快。"",""我又解锁了一个新技能。""},{""严师出高徒，我可能比较严厉哦！"",""恭喜你啊！（呲牙）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200019,value:1}]","[{type:42,param:20200019,value:1}]","[{type:42,param:20200019,value:1}]",0,0,0,1,
57000194,2,1,,,,有个很棒的音乐酒吧，你来吗？,,,,"{{1,0,1,0,1,0},{{""可以，到时候你把地址发给我，我一会儿就到。"",""我现在没时间，改天好吗？"",""有美女相邀，我又怎么能拒绝呢！(憨笑）""},{""好啊，待会儿发给你。"",""行吧，等你有空再说。"",""那我在这边等你啊！""},{""以后去什么有趣的地方都可以叫上我。我很乐于参加。"",""我不是一个闲得住的人，平时就很喜欢到处玩。""},{""好啊，正好人多热闹一点。"",""这样多好啊，我也喜欢这样。""},{""我觉得我们应该很聊得来。"",""看来你也是一个比较喜欢玩的人。""},{""嗯，应该是。（愉快）"",""谁不喜欢玩啊，是吧！（呲牙）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200019,value:1}]","[{type:42,param:20200019,value:1}]","[{type:42,param:20200019,value:1}]",0,0,0,1,
57000195,2,1,,,,我还是第一次为别人写歌呢！,,,,"{{1,0,1,0,1,0},{{""你写的很好，我很喜欢。"",""你那首歌真的把我震惊到了。"",""这也是第一次有人为我写歌。""},{""你喜欢就好，我还担心你……"",""看到你这样子，我就觉得很值。"",""是吗？那真的是一个很巧妙的事情啊！""},{""以后能听到更多你的原创曲子吗？"",""我觉得我还没有听够。""},{""能啊，我最近就闭门在家，创作新的曲子呢。"",""没关系啊，你可以单曲循环。（偷笑）""},{""我会一直支持你的音乐梦的。"",""哈哈，我觉得我会成为你的死忠粉。""},{""嗯，谢谢你啦。"",""那我会努力成为你最喜欢的爱豆的。""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200019,value:1}]","[{type:42,param:20200019,value:1}]","[{type:42,param:20200019,value:1}]",0,0,0,1,
57000196,2,1,,,,最近有点郁闷。（低落）,,,,"{{1,0,1,0,1,0},{{""怎么了，发生什么事了吗？"",""什么事惹你不开心了？"",""你跟我说说，我帮你开导开导。""},{""作曲遇到瓶颈了，我现在写什么都跳脱不出一个怪圈。"",""我的曲风一成不变的，感觉没什么创造力。"",""一直停留在原地，我不知道什么时候才能写出新的好的曲子。""},{""我认识一个音乐大神，可以让他指导你一下。"",""我带你去见一个人，他应该能帮到你。""},{""这样吗？那太好了。"",""你真的帮我解决了一个大麻烦。（露齿笑）""},{""能帮到你让我觉得很开心。"",""我很愿意为自己的爱豆做事。""},{""嗯，我决定再为你写一首歌。（愉快）"",""待会儿，唱一首歌给你听。（呲牙）""}},{1,1,1,1,1,1}}",1,"[{type:42,param:20200019,value:1}]","[{type:42,param:20200019,value:1}]","[{type:42,param:20200019,value:1}]",0,0,0,1,
