"编号{id,int}(idx)","关卡名(str,pname)","关卡节点名(str,name)","描述(str,desc)","章节{chapter,int}(num,zj)","部分{part,int}(num,gk)","序号{ix,int}(num,zdjd)","头像(str,h1)","方头像(str,h2)","半身像(str,hf)","名字(str,bossn)","简介(str,bossd)","背景图(str,bg)","传单颜色(num,bColor)","战斗配置(num,fCfg)","口才{eqen,long}(num,kc)","实力{chance,long}(num,sl)","参数1{param1,long}","参数2{param2,long}","是否boss{boss,bool}(str,boss)","奖励{prize,json_funcs}(json,jl)","文字描述1","文字描述2",
40006212,62章1关,62章1关2点,62章1关2点描述,62,1,1,,,,,,,1,40200003,162771,1595800,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006212,240006212,
40006213,62章1关,62章1关3点,62章1关3点描述,62,1,2,,,,,,,2,40200006,165994,1611600,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006213,240006213,
40006214,62章1关,62章1关4点,62章1关4点描述,62,1,3,,,,,,,3,40200006,169249,1627400,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006214,240006214,
40006215,62章1关,62章1关5点,62章1关5点描述,62,1,4,,,,,,,2,40200002,172536,1643200,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006215,240006215,
40006216,62章1关,62章1关6点,62章1关6点描述,62,1,5,,,,,,,3,40200002,177528,1674800,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006216,240006216,
40006217,62章1关,62章1关7点,62章1关7点描述,62,1,6,,,,,,,3,40200005,182584,1706400,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006217,240006217,
40006218,62章1关,62章1关8点,62章1关8点描述,62,1,7,,,,,,,3,40200005,187704,1738000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006218,240006218,
40006221,62章2关,62章2关1点,62章2关1点描述,62,2,0,,,,,,,1,40200005,160590,1590000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006221,240006221,
40006222,62章2关,62章2关2点,62章2关2点描述,62,2,1,,,,,,,1,40200005,163801,1605900,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006222,240006222,
40006223,62章2关,62章2关3点,62章2关3点描述,62,2,2,,,,,,,1,40200005,167045,1621800,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006223,240006223,
40006224,62章2关,62章2关4点,62章2关4点描述,62,2,3,,,,,,,3,40200005,170320,1637700,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006224,240006224,
40006225,62章2关,62章2关5点,62章2关5点描述,62,2,4,,,,,,,1,40200005,173628,1653600,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006225,240006225,
40006226,62章2关,62章2关6点,62章2关6点描述,62,2,5,,,,,,,2,40200005,178652,1685400,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006226,240006226,
40006227,62章2关,62章2关7点,62章2关7点描述,62,2,6,,,,,,,2,40200003,183740,1717200,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006227,240006227,
40006228,62章2关,62章2关8点,62章2关8点描述,62,2,7,,,,,,,3,40200003,188892,1749000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006228,240006228,
40006231,62章3关,62章3关1点,62章3关1点描述,62,3,0,,,,,,,2,40200003,161600,1600000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006231,240006231,
40006232,62章3关,62章3关2点,62章3关2点描述,62,3,1,,,,,,,3,40200003,164832,1616000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006232,240006232,
40006233,62章3关,62章3关3点,62章3关3点描述,62,3,2,,,,,,,3,40200004,168096,1632000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006233,240006233,
40006234,62章3关,62章3关4点,62章3关4点描述,62,3,3,,,,,,,3,40200004,171392,1648000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006234,240006234,
40006235,62章3关,62章3关5点,62章3关5点描述,62,3,4,,,,,,,1,40200001,174720,1664000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006235,240006235,
40006236,62章3关,62章3关6点,62章3关6点描述,62,3,5,,,,,,,3,40200001,179776,1696000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006236,240006236,
40006237,62章3关,62章3关7点,62章3关7点描述,62,3,6,,,,,,,1,40200009,184896,1728000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006237,240006237,
40006238,62章3关,62章3关8点,62章3关8点描述,62,3,7,,,,,,,1,40200009,190080,1760000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006238,240006238,
40006241,62章4关,62章4关1点,62章4关1点描述,62,4,0,,,,,,,1,40200006,162610,1610000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006241,240006241,
40006242,62章4关,62章4关2点,62章4关2点描述,62,4,1,,,,,,,2,40200006,165862,1626100,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006242,240006242,
40006243,62章4关,62章4关3点,62章4关3点描述,62,4,2,,,,,,,2,40200005,169146,1642200,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006243,240006243,
40006244,62章4关,62章4关4点,62章4关4点描述,62,4,3,,,,,,,2,40200005,172463,1658300,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006244,240006244,
40006245,62章4关,62章4关5点,62章4关5点描述,62,4,4,,,,,,,3,40200009,175812,1674400,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006245,240006245,
40006246,62章4关,62章4关6点,62章4关6点描述,62,4,5,,,,,,,1,40200009,180899,1706600,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006246,240006246,
40006247,62章4关,62章4关7点,62章4关7点描述,62,4,6,,,,,,,3,40200004,186051,1738800,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006247,240006247,
40006248,62章4关,62章4关8点,62章4关8点描述,62,4,7,,,,,,,1,40200004,191268,1771000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006248,240006248,
40006251,62章5关,62章5关1点,62章5关1点描述,62,5,0,,,,,,,1,40200005,163620,1620000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006251,240006251,
40006252,62章5关,62章5关2点,62章5关2点描述,62,5,1,,,,,,,2,40200005,166892,1636200,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006252,240006252,
40006253,62章5关,62章5关3点,62章5关3点描述,62,5,2,,,,,,,1,40200006,170197,1652400,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006253,240006253,
40006254,62章5关,62章5关4点,62章5关4点描述,62,5,3,,,,,,,2,40200006,173534,1668600,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006254,240006254,
40006255,62章5关,62章5关5点,62章5关5点描述,62,5,4,,,,,,,2,40200001,176904,1684800,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006255,240006255,
40006256,62章5关,62章5关6点,62章5关6点描述,62,5,5,,,,,,,1,40200001,182023,1717200,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006256,240006256,
40006257,62章5关,62章5关7点,62章5关7点描述,62,5,6,,,,,,,3,40200007,187207,1749600,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5}]",140006257,240006257,
40006258,62章5关,62章5关8点,62章5关8点描述,62,5,7,,,,,,,3,40200007,192456,1782000,10000,24800,false,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006258,240006258,
40006261,地头蛇,地头蛇,地头蛇描述,62,6,0,10031210,10031240,10032210,第62BOSS,第62BOSS描述,gk_2,,40200010,0,128960000,0,0,true,"[{type:4,param:80400001,value:61440},{type:10,param:0,value:5},{type:11,param:30130003,value:1},{type:33,value:25}]",140006261,240006261,
40006311,63章1关,63章1关1点,63章1关1点描述,63,1,0,,,,,,,3,40200003,164630,1630000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006311,240006311,
40006312,63章1关,63章1关2点,63章1关2点描述,63,1,1,,,,,,,1,40200003,167922,1646300,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006312,240006312,
40006313,63章1关,63章1关3点,63章1关3点描述,63,1,2,,,,,,,2,40200004,171247,1662600,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006313,240006313,
40006314,63章1关,63章1关4点,63章1关4点描述,63,1,3,,,,,,,2,40200004,174605,1678900,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006314,240006314,
40006315,63章1关,63章1关5点,63章1关5点描述,63,1,4,,,,,,,1,40200008,177996,1695200,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006315,240006315,
40006316,63章1关,63章1关6点,63章1关6点描述,63,1,5,,,,,,,1,40200008,183146,1727800,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006316,240006316,
40006317,63章1关,63章1关7点,63章1关7点描述,63,1,6,,,,,,,2,40200007,188362,1760400,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006317,240006317,
40006318,63章1关,63章1关8点,63章1关8点描述,63,1,7,,,,,,,1,40200007,193644,1793000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006318,240006318,
40006321,63章2关,63章2关1点,63章2关1点描述,63,2,0,,,,,,,1,40200009,165640,1640000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006321,240006321,
40006322,63章2关,63章2关2点,63章2关2点描述,63,2,1,,,,,,,2,40200009,168952,1656400,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006322,240006322,
40006323,63章2关,63章2关3点,63章2关3点描述,63,2,2,,,,,,,2,40200001,172298,1672800,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006323,240006323,
40006324,63章2关,63章2关4点,63章2关4点描述,63,2,3,,,,,,,2,40200001,175676,1689200,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006324,240006324,
40006325,63章2关,63章2关5点,63章2关5点描述,63,2,4,,,,,,,3,40200003,179088,1705600,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006325,240006325,
40006326,63章2关,63章2关6点,63章2关6点描述,63,2,5,,,,,,,3,40200003,184270,1738400,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006326,240006326,
40006327,63章2关,63章2关7点,63章2关7点描述,63,2,6,,,,,,,2,40200004,189518,1771200,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006327,240006327,
40006328,63章2关,63章2关8点,63章2关8点描述,63,2,7,,,,,,,1,40200004,194832,1804000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006328,240006328,
40006331,63章3关,63章3关1点,63章3关1点描述,63,3,0,,,,,,,2,40200005,166650,1650000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006331,240006331,
40006332,63章3关,63章3关2点,63章3关2点描述,63,3,1,,,,,,,1,40200005,169983,1666500,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006332,240006332,
40006333,63章3关,63章3关3点,63章3关3点描述,63,3,2,,,,,,,1,40200003,173349,1683000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006333,240006333,
40006334,63章3关,63章3关4点,63章3关4点描述,63,3,3,,,,,,,2,40200003,176748,1699500,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006334,240006334,
40006335,63章3关,63章3关5点,63章3关5点描述,63,3,4,,,,,,,1,40200003,180180,1716000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006335,240006335,
40006336,63章3关,63章3关6点,63章3关6点描述,63,3,5,,,,,,,2,40200003,185394,1749000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006336,240006336,
40006337,63章3关,63章3关7点,63章3关7点描述,63,3,6,,,,,,,3,40200001,190674,1782000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006337,240006337,
40006338,63章3关,63章3关8点,63章3关8点描述,63,3,7,,,,,,,1,40200001,196020,1815000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006338,240006338,
40006341,63章4关,63章4关1点,63章4关1点描述,63,4,0,,,,,,,1,40200004,167660,1660000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006341,240006341,
40006342,63章4关,63章4关2点,63章4关2点描述,63,4,1,,,,,,,3,40200004,171013,1676600,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006342,240006342,
40006343,63章4关,63章4关3点,63章4关3点描述,63,4,2,,,,,,,3,40200003,174399,1693200,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006343,240006343,
40006344,63章4关,63章4关4点,63章4关4点描述,63,4,3,,,,,,,1,40200003,177819,1709800,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006344,240006344,
40006345,63章4关,63章4关5点,63章4关5点描述,63,4,4,,,,,,,1,40200005,181272,1726400,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006345,240006345,
40006346,63章4关,63章4关6点,63章4关6点描述,63,4,5,,,,,,,1,40200005,186517,1759600,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006346,240006346,
40006347,63章4关,63章4关7点,63章4关7点描述,63,4,6,,,,,,,2,40200009,191829,1792800,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006347,240006347,
40006348,63章4关,63章4关8点,63章4关8点描述,63,4,7,,,,,,,1,40200009,197208,1826000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006348,240006348,
40006351,63章5关,63章5关1点,63章5关1点描述,63,5,0,,,,,,,2,40200001,168670,1670000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006351,240006351,
40006352,63章5关,63章5关2点,63章5关2点描述,63,5,1,,,,,,,1,40200001,172043,1686700,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006352,240006352,
40006353,63章5关,63章5关3点,63章5关3点描述,63,5,2,,,,,,,2,40200007,175450,1703400,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006353,240006353,
40006354,63章5关,63章5关4点,63章5关4点描述,63,5,3,,,,,,,1,40200007,178890,1720100,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006354,240006354,
40006355,63章5关,63章5关5点,63章5关5点描述,63,5,4,,,,,,,2,40200001,182364,1736800,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006355,240006355,
40006356,63章5关,63章5关6点,63章5关6点描述,63,5,5,,,,,,,2,40200001,187641,1770200,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006356,240006356,
40006357,63章5关,63章5关7点,63章5关7点描述,63,5,6,,,,,,,2,40200008,192985,1803600,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5}]",140006357,240006357,
40006358,63章5关,63章5关8点,63章5关8点描述,63,5,7,,,,,,,3,40200008,198396,1837000,10000,25200,false,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006358,240006358,
40006361,地头蛇,地头蛇,地头蛇描述,63,6,0,10031207,10031237,10032207,第63BOSS,第63BOSS描述,gk_3,,40200010,0,137400000,0,0,true,"[{type:4,param:80400001,value:62770},{type:10,param:0,value:5},{type:11,param:30130003,value:1},{type:33,value:25}]",140006361,240006361,
40006411,64章1关,64章1关1点,64章1关1点描述,64,1,0,,,,,,,1,40200002,169680,1680000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006411,240006411,
40006412,64章1关,64章1关2点,64章1关2点描述,64,1,1,,,,,,,3,40200002,173073,1696800,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006412,240006412,
40006413,64章1关,64章1关3点,64章1关3点描述,64,1,2,,,,,,,2,40200004,176500,1713600,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006413,240006413,
40006414,64章1关,64章1关4点,64章1关4点描述,64,1,3,,,,,,,3,40200004,179961,1730400,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006414,240006414,
40006415,64章1关,64章1关5点,64章1关5点描述,64,1,4,,,,,,,3,40200007,183456,1747200,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006415,240006415,
40006416,64章1关,64章1关6点,64章1关6点描述,64,1,5,,,,,,,2,40200007,188764,1780800,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006416,240006416,
40006417,64章1关,64章1关7点,64章1关7点描述,64,1,6,,,,,,,2,40200002,194140,1814400,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006417,240006417,
40006418,64章1关,64章1关8点,64章1关8点描述,64,1,7,,,,,,,2,40200002,199584,1848000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006418,240006418,
40006421,64章2关,64章2关1点,64章2关1点描述,64,2,0,,,,,,,2,40200002,170690,1690000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006421,240006421,
40006422,64章2关,64章2关2点,64章2关2点描述,64,2,1,,,,,,,1,40200002,174103,1706900,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006422,240006422,
40006423,64章2关,64章2关3点,64章2关3点描述,64,2,2,,,,,,,2,40200004,177551,1723800,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006423,240006423,
40006424,64章2关,64章2关4点,64章2关4点描述,64,2,3,,,,,,,1,40200004,181032,1740700,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006424,240006424,
40006425,64章2关,64章2关5点,64章2关5点描述,64,2,4,,,,,,,1,40200004,184548,1757600,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006425,240006425,
40006426,64章2关,64章2关6点,64章2关6点描述,64,2,5,,,,,,,2,40200004,189888,1791400,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006426,240006426,
40006427,64章2关,64章2关7点,64章2关7点描述,64,2,6,,,,,,,3,40200006,195296,1825200,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006427,240006427,
40006428,64章2关,64章2关8点,64章2关8点描述,64,2,7,,,,,,,2,40200006,200772,1859000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006428,240006428,
40006431,64章3关,64章3关1点,64章3关1点描述,64,3,0,,,,,,,3,40200002,171700,1700000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006431,240006431,
40006432,64章3关,64章3关2点,64章3关2点描述,64,3,1,,,,,,,1,40200002,175134,1717000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006432,240006432,
40006433,64章3关,64章3关3点,64章3关3点描述,64,3,2,,,,,,,2,40200002,178602,1734000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006433,240006433,
40006434,64章3关,64章3关4点,64章3关4点描述,64,3,3,,,,,,,2,40200002,182104,1751000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006434,240006434,
40006435,64章3关,64章3关5点,64章3关5点描述,64,3,4,,,,,,,2,40200003,185640,1768000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006435,240006435,
40006436,64章3关,64章3关6点,64章3关6点描述,64,3,5,,,,,,,3,40200003,191012,1802000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006436,240006436,
40006437,64章3关,64章3关7点,64章3关7点描述,64,3,6,,,,,,,1,40200005,196452,1836000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006437,240006437,
40006438,64章3关,64章3关8点,64章3关8点描述,64,3,7,,,,,,,3,40200005,201960,1870000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006438,240006438,
40006441,64章4关,64章4关1点,64章4关1点描述,64,4,0,,,,,,,3,40200002,172710,1710000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006441,240006441,
40006442,64章4关,64章4关2点,64章4关2点描述,64,4,1,,,,,,,3,40200002,176164,1727100,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006442,240006442,
40006443,64章4关,64章4关3点,64章4关3点描述,64,4,2,,,,,,,3,40200008,179652,1744200,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006443,240006443,
40006444,64章4关,64章4关4点,64章4关4点描述,64,4,3,,,,,,,1,40200008,183175,1761300,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006444,240006444,
40006445,64章4关,64章4关5点,64章4关5点描述,64,4,4,,,,,,,1,40200009,186732,1778400,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006445,240006445,
40006446,64章4关,64章4关6点,64章4关6点描述,64,4,5,,,,,,,2,40200009,192135,1812600,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006446,240006446,
40006447,64章4关,64章4关7点,64章4关7点描述,64,4,6,,,,,,,1,40200009,197607,1846800,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006447,240006447,
40006448,64章4关,64章4关8点,64章4关8点描述,64,4,7,,,,,,,3,40200009,203148,1881000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006448,240006448,
40006451,64章5关,64章5关1点,64章5关1点描述,64,5,0,,,,,,,3,40200002,173720,1720000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006451,240006451,
40006452,64章5关,64章5关2点,64章5关2点描述,64,5,1,,,,,,,2,40200002,177194,1737200,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006452,240006452,
40006453,64章5关,64章5关3点,64章5关3点描述,64,5,2,,,,,,,3,40200009,180703,1754400,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006453,240006453,
40006454,64章5关,64章5关4点,64章5关4点描述,64,5,3,,,,,,,2,40200009,184246,1771600,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006454,240006454,
40006455,64章5关,64章5关5点,64章5关5点描述,64,5,4,,,,,,,1,40200003,187824,1788800,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006455,240006455,
40006456,64章5关,64章5关6点,64章5关6点描述,64,5,5,,,,,,,2,40200003,193259,1823200,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006456,240006456,
40006457,64章5关,64章5关7点,64章5关7点描述,64,5,6,,,,,,,2,40200003,198763,1857600,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5}]",140006457,240006457,
40006458,64章5关,64章5关8点,64章5关8点描述,64,5,7,,,,,,,1,40200003,204336,1892000,10000,25600,false,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006458,240006458,
40006461,地头蛇,地头蛇,地头蛇描述,64,6,0,10031205,10031235,10032205,第64BOSS,第64BOSS描述,gk_2,,40200010,0,145920000,0,0,true,"[{type:4,param:80400001,value:64100},{type:10,param:0,value:5},{type:11,param:30130003,value:1},{type:33,value:25}]",140006461,240006461,
40006511,65章1关,65章1关1点,65章1关1点描述,65,1,0,,,,,,,3,40200002,174730,1730000,10000,26000,false,"[{type:4,param:80400001,value:65430},{type:10,param:0,value:5}]",140006511,240006511,
40006512,65章1关,65章1关2点,65章1关2点描述,65,1,1,,,,,,,1,40200002,178224,1747300,10000,26000,false,"[{type:4,param:80400001,value:65430},{type:10,param:0,value:5}]",140006512,240006512,
40006513,65章1关,65章1关3点,65章1关3点描述,65,1,2,,,,,,,2,40200009,181753,1764600,10000,26000,false,"[{type:4,param:80400001,value:65430},{type:10,param:0,value:5}]",140006513,240006513,
40006514,65章1关,65章1关4点,65章1关4点描述,65,1,3,,,,,,,1,40200009,185317,1781900,10000,26000,false,"[{type:4,param:80400001,value:65430},{type:10,param:0,value:5}]",140006514,240006514,
40006515,65章1关,65章1关5点,65章1关5点描述,65,1,4,,,,,,,3,40200003,188916,1799200,10000,26000,false,"[{type:4,param:80400001,value:65430},{type:10,param:0,value:5}]",140006515,240006515,
40006516,65章1关,65章1关6点,65章1关6点描述,65,1,5,,,,,,,3,40200003,194382,1833800,10000,26000,false,"[{type:4,param:80400001,value:65430},{type:10,param:0,value:5}]",140006516,240006516,
40006517,65章1关,65章1关7点,65章1关7点描述,65,1,6,,,,,,,2,40200001,199918,1868400,10000,26000,false,"[{type:4,param:80400001,value:65430},{type:10,param:0,value:5}]",140006517,240006517,
40006518,65章1关,65章1关8点,65章1关8点描述,65,1,7,,,,,,,3,40200001,205524,1903000,10000,26000,false,"[{type:4,param:80400001,value:65430},{type:10,param:0,value:5},{type:11,param:30130013,value:1}]",140006518,240006518,
40006521,65章2关,65章2关1点,65章2关1点描述,65,2,0,,,,,,,2,40200009,175740,1740000,10000,26000,false,"[{type:4,param:80400001,value:65430},{type:10,param:0,value:5}]",140006521,240006521,
40006522,65章2关,65章2关2点,65章2关2点描述,65,2,1,,,,,,,1,40200009,179254,1757400,10000,26000,false,"[{type:4,param:80400001,value:65430},{type:10,param:0,value:5}]",140006522,240006522,
40006523,65章2关,65章2关3点,65章2关3点描述,65,2,2,,,,,,,3,40200004,182804,1774800,10000,26000,false,"[{type:4,param:80400001,value:65430},{type:10,param:0,value:5}]",140006523,240006523,
