"圣印id{id,int}(id,number)","圣印名称(name,string)","圣印描述(description,string)","圣印图标(icon,string)","前置圣印{pre_id,int}(pre_id,number)","后置圣印{rear_id,int}(post_id,number)","技能类型{type,int}(type,number)","是否默认解锁{default_open,int}","解锁条件{skill_id,int}","生产消耗{need_items,json_funcs}(need_items,json)","升级消耗{upgrade_need_items,json_funcs}(upgrade_need_items,json)","效果目标1{effect_1_targets, int}(target_1,number)","效果条件组1{effect_1_conditions, ints}(condition_1,array)","效果id组1{effects_1,ints}(buff_id_1,array)","效果触发点组1{effect_1_trigger_points,ints}(trigger_1,array)","效果生效点组1{effect_1_take_effects, ints}(execute_1,array)","持续类型组1(continue_1,array){continue_1,ints}","效果目标2{effect_2_targets, int}(target_2,number)","效果条件组2{effect_2_conditions, ints}(condition_2,array)","效果id组2{effects_2,ints}(buff_id_2,array)","效果触发点组2{effect_2_trigger_points,ints}(trigger_2,array)","效果生效点组2{effect_2_take_effects, ints}(execute_2,array)","持续类型组2(continue_2,array){continue_2,ints}","效果目标3{effect_3_targets, int}(target_3,number)","效果条件组3{effect_3_conditions, ints}(condition_3,array)","效果id组3{effects_3,ints}(buff_id_3,array)","效果触发点组3{effect_3_trigger_points,ints}(trigger_3,array)","效果生效点组3{effect_3_take_effects, ints}(execute_3,array)","持续类型组3(continue_3,array){continue_3,ints}","装备颜色&武器编码组{limit_weapons, ints}(career_limit,array)","装备兵种编码{limit_arms, ints}(arms_limit,array)",备注
21600063,攻击鼓舞2,回合开始时，周围1格内我方的攻击+3,,21600062,21600064,7,1,21530008,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020001,value:-1000},{type:2,param:41020002,value:-400}]",41,{},{22201323},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600064,攻击鼓舞3,回合开始时，周围1格内我方的攻击+4,,21600063,0,7,1,21530009,[],[],41,{},{22201324},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600065,速度鼓舞1,回合开始时，周围1格内我方的速度+2,,0,21600066,7,1,21530010,"[{type:2,param:41050001,value:-20},{type:2,param:41020004,value:-100},{type:2,param:41020004,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020004,value:-200},{type:2,param:41020004,value:-60}]",41,{},{22201418},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600066,速度鼓舞2,回合开始时，周围1格内我方的速度+3,,21600065,21600067,7,1,21530011,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020004,value:-1000},{type:2,param:41020004,value:-400}]",41,{},{22201419},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600067,速度鼓舞3,回合开始时，周围1格内我方的速度+4,,21600066,0,7,1,21530012,[],[],41,{},{22201420},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600068,防守鼓舞1,回合开始时，周围1格内我方的防守+2,,0,21600069,7,1,21530013,"[{type:2,param:41050001,value:-20},{type:2,param:41020005,value:-100},{type:2,param:41020006,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020005,value:-200},{type:2,param:41020006,value:-60}]",41,{},{22201520},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600069,防守鼓舞2,回合开始时，周围1格内我方的防守+3,,21600068,21600070,7,1,21530014,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020005,value:-1000},{type:2,param:41020006,value:-400}]",41,{},{22201521},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600070,防守鼓舞3,回合开始时，周围1格内我方的防守+4,,21600069,0,7,1,21530015,[],[],41,{},{22201522},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600071,魔防鼓舞1,回合开始时，周围1格内我方的魔防+2,,0,21600072,7,1,21530016,"[{type:2,param:41050001,value:-20},{type:2,param:41020007,value:-100},{type:2,param:41020008,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020007,value:-200},{type:2,param:41020008,value:-60}]",41,{},{22201620},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600072,魔防鼓舞2,回合开始时，周围1格内我方的魔防+3,,21600071,21600073,7,1,21530017,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020007,value:-1000},{type:2,param:41020008,value:-400}]",41,{},{22201621},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600073,魔防鼓舞3,回合开始时，周围1格内我方的魔防+4,,21600072,0,7,1,21530018,[],[],41,{},{22201622},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600074,防守指挥1,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,,0,21600075,7,1,21530033,"[{type:2,param:41050001,value:-40},{type:2,param:41020005,value:-100},{type:2,param:41020006,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020005,value:-200},{type:2,param:41020006,value:-60}]",48,{22163001},{22201520},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600075,防守指挥2,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,,21600074,21600076,7,1,21530034,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020005,value:-1000},{type:2,param:41020006,value:-400}]",48,{22163001},{22201522},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600076,防守指挥3,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,,21600075,0,7,1,21530035,[],[],48,{22163001},{22201524},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600077,魔防指挥1,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,,0,21600078,7,1,21530036,"[{type:2,param:41050001,value:-40},{type:2,param:41020007,value:-100},{type:2,param:41020008,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020007,value:-200},{type:2,param:41020008,value:-60}]",48,{22163001},{22201620},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600078,魔防指挥2,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,,21600077,21600079,7,1,21530037,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020007,value:-1000},{type:2,param:41020008,value:-400}]",48,{22163001},{22201622},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600079,魔防指挥3,回合开始时，自身周围2格内我方的攻击+2，不过仅限目前我方部队内仅有2个以下相同移动手段的单位,,21600078,0,7,1,21530038,[],[],48,{22163001},{22201624},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600080,攻击威慑1,回合开始时，周围2格内敌人的攻击-3,,0,21600081,7,1,21530039,"[{type:2,param:41050001,value:-20},{type:2,param:41020001,value:-100},{type:2,param:41020002,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020001,value:-200},{type:2,param:41020002,value:-60}]",48,{},{22201316},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600081,攻击威慑2,回合开始时，周围2格内敌人的攻击-4,,21600080,21600082,7,1,21530040,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020001,value:-1000},{type:2,param:41020002,value:-400}]",48,{},{22201317},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600082,攻击威慑3,回合开始时，周围2格内敌人的攻击-5,,21600081,0,7,1,21530041,[],[],48,{},{22201318},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600083,速度威慑1,回合开始时，周围2格内敌人的速度-3,,0,21600084,7,1,21530042,"[{type:2,param:41050001,value:-20},{type:2,param:41020004,value:-100},{type:2,param:41020004,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020004,value:-200},{type:2,param:41020004,value:-60}]",48,{},{22201412},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600084,速度威慑2,回合开始时，周围2格内敌人的速度-4,,21600083,21600085,7,1,21530043,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020004,value:-1000},{type:2,param:41020004,value:-400}]",48,{},{22201413},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600085,速度威慑3,回合开始时，周围2格内敌人的速度-5,,21600084,0,7,1,21530044,[],[],48,{},{22201414},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600086,恐慌奇策1,回合开始时，位于十字方向上、HP低于自身5以上的敌人，强化状态由+转-,,0,21600087,7,1,21530051,"[{type:2,param:41050001,value:-40},{type:2,param:41020007,value:-100},{type:2,param:41020008,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020007,value:-200},{type:2,param:41020008,value:-60}]",55,{},{22224301},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600087,恐慌奇策2,回合开始时，位于十字方向上、HP低于自身3以上的敌人，强化状态由+转-,,21600086,21600088,7,1,21530052,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020007,value:-1000},{type:2,param:41020008,value:-400}]",55,{},{22224301},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600088,恐慌奇策3,回合开始时，位于十字方向上、HP低于自身的敌人，强化状态由+转-,,21600087,0,7,1,21530053,[],[],55,{},{22224301},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600089,攻击谋策1,回合开始时，位于十字方向上、魔防低于自身的敌人攻击-3,,0,21600090,7,1,21530054,"[{type:2,param:41050001,value:-20},{type:2,param:41020001,value:-100},{type:2,param:41020002,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020001,value:-200},{type:2,param:41020002,value:-60}]",55,{},{22201316},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600090,攻击谋策2,回合开始时，位于十字方向上、魔防低于自身的敌人攻击-4,,21600089,21600091,7,1,21530055,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020001,value:-1000},{type:2,param:41020002,value:-400}]",55,{},{22201317},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600091,攻击谋策3,回合开始时，位于十字方向上、魔防低于自身的敌人攻击-5,,21600090,0,7,1,21530056,[],[],55,{},{22201318},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600092,防守谋策1,回合开始时，位于十字方向上、魔防低于自身的敌人防守-3,,0,21600093,7,1,21530060,"[{type:2,param:41050001,value:-20},{type:2,param:41020005,value:-100},{type:2,param:41020006,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020005,value:-200},{type:2,param:41020006,value:-60}]",55,{},{22201511},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600093,防守谋策2,回合开始时，位于十字方向上、魔防低于自身的敌人防守-4,,21600092,21600094,7,1,21530061,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020005,value:-1000},{type:2,param:41020006,value:-400}]",55,{},{22201512},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600094,防守谋策3,回合开始时，位于十字方向上、魔防低于自身的敌人防守-5,,21600093,0,7,1,21530062,[],[],55,{},{22201513},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600095,魔防谋策1,回合开始时，位于十字方向上、魔防低于自身的敌人魔防-3,,0,21600096,7,1,21530063,"[{type:2,param:41050001,value:-20},{type:2,param:41020007,value:-100},{type:2,param:41020008,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020007,value:-200},{type:2,param:41020008,value:-60}]",55,{},{22201611},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600096,魔防谋策2,回合开始时，位于十字方向上、魔防低于自身的敌人魔防-4,,21600095,21600097,7,1,21530064,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020007,value:-1000},{type:2,param:41020008,value:-400}]",55,{},{22201612},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600097,魔防谋策3,回合开始时，位于十字方向上、魔防低于自身的敌人魔防-5,,21600096,0,7,1,21530065,[],[],55,{},{22201613},{4},{4},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600098,重装之靴,回合开始时，若自身HP为100%，则移动+1,,0,0,7,1,0,"[{type:2,param:41050001,value:-40},{type:2,param:41020007,value:-100},{type:2,param:41020008,value:-20}]",[],2,{22110016},{22228201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},0
21600099,空中前导1,自身HP为100%，周围2格内的我方步行及重装单位可以移动至自身相邻的格子,,0,21600100,7,1,21530069,"[{type:2,param:41050001,value:-40},{type:2,param:41020005,value:-100},{type:2,param:41020006,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020005,value:-200},{type:2,param:41020006,value:-60}]",48,"{22110016,22137001,22140001}",{22230201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},0
21600100,空中前导2,自身HP大于50%，周围2格内的我方步行及重装单位可以移动至自身相邻的格子,,21600099,21600101,7,1,21530070,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020005,value:-1000},{type:2,param:41020006,value:-400}]",48,"{22110011,22137001,22140001}",{22230201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},0
21600101,空中前导3,周围2格内的我方步行及重装单位可以移动至自身相邻的格子,,21600100,0,7,1,21530071,[],[],48,"{22137001,22140001}",{22230201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},0
21600102,阻止进军1,自身HP高于90%，让敌人无法穿越与自身相邻的格子(对有穿越技能的敌人无效）,,0,21600103,7,1,21520026,"[{type:2,param:41050001,value:-20},{type:2,param:41020005,value:-100},{type:2,param:41020006,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020005,value:-200},{type:2,param:41020006,value:-60}]",3,{22110015},{22229201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600103,阻止进军2,自身HP高于70%，让敌人无法穿越与自身相邻的格子(对有穿越技能的敌人无效）,,21600102,21600104,7,1,21520027,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020005,value:-1000},{type:2,param:41020006,value:-400}]",3,{22110012},{22229201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600104,阻止进军3,自身HP高于50%，让敌人无法穿越与自身相邻的格子(对有穿越技能的敌人无效）,,21600103,0,7,1,21520028,[],[],3,{22110011},{22229201},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600105,攻击纹章1,与自身相邻我方，战斗中攻击+2,,0,21600106,7,1,21530084,"[{type:2,param:41050001,value:-20},{type:2,param:41020001,value:-100},{type:2,param:41020002,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020001,value:-200},{type:2,param:41020002,value:-60}]",47,{},{22201302},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600106,攻击纹章2,与自身相邻我方，战斗中攻击+3,,21600105,21600107,7,1,21530085,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020001,value:-1000},{type:2,param:41020002,value:-400}]",47,{},{22201303},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600107,攻击纹章3,与自身相邻我方，战斗中攻击+4,,21600106,0,7,1,21530086,[],[],41,{},{22201304},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600108,速度纹章1,与自身相邻我方，战斗中速度+2,,0,21600109,7,1,21530087,"[{type:2,param:41050001,value:-20},{type:2,param:41020004,value:-100},{type:2,param:41020004,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020004,value:-200},{type:2,param:41020004,value:-60}]",41,{},{22201402},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600109,速度纹章2,与自身相邻我方，战斗中速度+3,,21600108,21600110,7,1,21530088,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020004,value:-1000},{type:2,param:41020004,value:-400}]",47,{},{22201403},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600110,速度纹章3,与自身相邻我方，战斗中速度+4,,21600109,0,7,1,21530089,[],[],47,{},{22201404},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600111,防守纹章1,与自身相邻我方，战斗中防守+2,,0,21600112,7,1,21530090,"[{type:2,param:41050001,value:-20},{type:2,param:41020005,value:-100},{type:2,param:41020006,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020005,value:-200},{type:2,param:41020006,value:-60}]",41,{},{22201502},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600112,防守纹章2,与自身相邻我方，战斗中防守+3,,21600111,21600113,7,1,21530091,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020005,value:-1000},{type:2,param:41020006,value:-400}]",41,{},{22201503},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600113,防守纹章3,与自身相邻我方，战斗中防守+4,,21600112,0,7,1,21530092,[],[],47,{},{22201504},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600114,魔防纹章1,与自身相邻我方，战斗中魔防+2,,0,21600115,7,1,21530093,"[{type:2,param:41050001,value:-20},{type:2,param:41020007,value:-100},{type:2,param:41020008,value:-20}]","[{type:2,param:41050001,value:-50},{type:2,param:41020007,value:-200},{type:2,param:41020008,value:-60}]",47,{},{22201602},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600115,魔防纹章2,与自身相邻我方，战斗中魔防+3,,21600114,21600116,7,1,21530094,[],"[{type:2,param:41050001,value:-100},{type:2,param:41020007,value:-1000},{type:2,param:41020008,value:-400}]",41,{},{22201603},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600116,魔防纹章3,与自身相邻我方，战斗中魔防+4,,21600115,0,7,1,21530095,[],[],41,{},{22201604},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600117,防守大纹章1,周围2格内的我方，战斗中防守+2,,21600111,21600118,7,1,21530108,"[{type:2,param:41050001,value:-40},{type:2,param:41020005,value:-100},{type:2,param:41020006,value:-20}]","[{type:2,param:41050001,value:-100},{type:2,param:41020005,value:-1000},{type:2,param:41020006,value:-400}]",48,{},{22201502},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600118,防守大纹章2,周围2格内的我方，战斗中防守+3,,21600117,0,7,1,21530109,[],[],48,{},{22201503},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
21600119,攻击大纹章1,周围2格内的我方，战斗中攻击+2,,21600105,21600120,7,1,21530104,"[{type:2,param:41050001,value:-40},{type:2,param:41020001,value:-100},{type:2,param:41020002,value:-20}]","[{type:2,param:41050001,value:-100},{type:2,param:41020001,value:-1000},{type:2,param:41020002,value:-400}]",48,{},{22201302},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",0
