"ID{id,int}(idx)","名字(str,n)","头像(str,p)","类型(num,tp)","权重{weight,int}","最大血量{maxLf,long}(num,maxLf)"," 击杀积分{killScorePrize,int}(num,killScorePrize)","击杀奖励{killPrize,int}(num,killPrize)","奖励((fun,s)",
70500270,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500271,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500272,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500273,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500274,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500275,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500276,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500277,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500278,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500279,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500280,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500281,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500282,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500283,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500284,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500285,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500286,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500287,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500288,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500289,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500290,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500291,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500292,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500293,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500294,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500295,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500296,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500297,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500298,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500299,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500300,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500301,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500302,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500303,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500304,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500305,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500306,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500307,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500308,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500309,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500310,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500311,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500312,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500313,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500314,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500315,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500316,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500317,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500318,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500319,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500320,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500321,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500322,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500323,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500324,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500325,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500326,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500327,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500328,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500329,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500330,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500331,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500332,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500333,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500334,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500335,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500336,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500337,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500338,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500339,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500340,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500341,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500342,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500343,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500344,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500345,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500346,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500347,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500348,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500349,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500350,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500351,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500352,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500353,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500354,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500355,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500356,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500357,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500358,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500359,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500360,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500361,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500362,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500363,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500364,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500365,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500366,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500367,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500368,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500369,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500370,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500371,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500372,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500373,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500374,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500375,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500376,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500377,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500378,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500379,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500380,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500381,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500382,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500383,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500384,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500385,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500386,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500387,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500388,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500389,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500390,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500391,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500392,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500393,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500394,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500395,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500396,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500397,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500398,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500399,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500400,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500401,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500402,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500403,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500404,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500405,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500406,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500407,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500408,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500409,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500410,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500411,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500412,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500413,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500414,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500415,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500416,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500417,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500418,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500419,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500420,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500421,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500422,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500423,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500424,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500425,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500426,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500427,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500428,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500429,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500430,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500431,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500432,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500433,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500434,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500435,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500436,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500437,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500438,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500439,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500440,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500441,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500442,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500443,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500444,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500445,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500446,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500447,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500448,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500449,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500450,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500451,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500452,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500453,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500454,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500455,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500456,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500457,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500458,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500459,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500460,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500461,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500462,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500463,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500464,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500465,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500466,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500467,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500468,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500469,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500470,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500471,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500472,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500473,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500474,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500475,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500476,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500477,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500478,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500479,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500480,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500481,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500482,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500483,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500484,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500485,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500486,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500487,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500488,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500489,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500490,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500491,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500492,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500493,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500494,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500495,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500496,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500497,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500498,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500499,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500500,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500501,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500502,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500503,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500504,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500505,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500506,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500507,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500508,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500509,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500510,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500511,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500512,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500513,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500514,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500515,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500516,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500517,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500518,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500519,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500520,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500521,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500522,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500523,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500524,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500525,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500526,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500527,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500528,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500529,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500530,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500531,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500532,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500533,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500534,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500535,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500536,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500537,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500538,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500539,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
70500540,初级员工,10031201,7,36,10000000,5,89700010,"{30200007,30200012,30200017,30200022,30041017}",
