"编号(idx){id,int}","章节编号{charpterId,int}(num,charpterId)","关卡名称(str,subcharpterId)","关卡坐标(fun,pos)","策划自己看的副本名称","副本类型(num,fbLx)","前置编号{parentId,int}(num,parentId)","怪物编号{monsterId,int}(num,monsterId)","开启等级{openLv,int}(num,openLv)","每日挑战次数{dayFightCount,int}(num,dayFightCount)","需求体力{reqAp,int}(num,reqAp)","扫荡所需道具{sweepReqGid,int}(num,sweepReqGid)","扫荡所需道具数量{sweepReqGidNum,int}(num,sweepReqGidNum)","首次通关奖励id{firstPrizeId,int}(num,firstPrizeId)","通关奖励{prizeId,int}(num,prizeId)","奖励内容|自己看的","游戏币奖励(num,bounsRev)","主角经验奖励{leaderExp,int}(num,mainRoleExp)","角色经验奖励","道具奖励(fun,propsReward)","推荐战力(num,powerRec)",
50010165,50100022,10049001,"{432.98,342.02}",22章_5关,1,50010164,25000002,77,99,5,0,0,70101001,70101165,111,330,5,50,"{56000009,56000001}",19400,
50010166,50100022,10049002,"{613.69,356.57}",22章_6关,1,50010165,25000002,77,99,5,0,0,70101001,70101166,111,330,5,50,"{56000009,56000001}",19500,
50010167,50100022,10049001,"{714.36,202.54}",22章_7关,1,50010166,25000002,78,99,5,0,0,70101001,70101167,111,330,5,50,"{56000009,56000001}",19600,
50010168,50100022,10049002,"{499.69,9.7}",22章_8关,3,50010167,25000002,78,99,5,0,0,70101001,70101168,111,330,5,50,"{56000009,56000001}",19700,
50020001,50100003,10049001,"{209.82,157.67}",精英_1,2,50010011,25000001,1,3,10,0,0,70101601,70101601,123,200,10,50,"{56010001,56010001,56000001}",5000,
50020002,50100003,10049002,"{828.36,53.37}",精英_2,2,50010015,25000002,1,3,10,0,0,70101601,70101602,123,220,10,50,"{56010001,56010001,56000001}",6000,
50020003,50100004,10049001,"{209.82,157.67}",精英_3,2,50010019,25000003,1,3,10,0,0,70101601,70101603,123,220,10,50,"{56010001,56010001,56000001}",7000,
50020004,50100004,10049002,"{615.59,10}",精英_4,2,50010023,25000001,1,3,10,0,0,70101601,70101604,123,240,10,50,"{56010001,56010001,56000001}",8000,
50020005,50100005,10049001,"{209.82,157.67}",精英_5,2,50010027,25000002,1,3,10,0,0,70101601,70101605,123,260,10,50,"{56010001,56010001,56000001}",9000,
50020006,50100005,10049002,"{615.59,10}",精英_6,2,50010031,25000003,1,3,10,0,0,70101601,70101606,123,260,10,50,"{56010001,56010001,56000001}",10000,
50020007,50100006,10049001,"{209.82,157.67}",精英_7,2,50010035,25000001,1,3,10,0,0,70101601,70101607,123,280,10,50,"{56010001,56010001,56000001}",11000,
50020008,50100006,10049002,"{615.59,10}",精英_8,2,50010039,25000002,1,3,10,0,0,70101601,70101608,123,300,10,50,"{56010001,56010001,56000001}",12000,
50020009,50100007,10049001,"{209.82,157.67}",精英_9,2,50010043,25000003,1,3,10,0,0,70101601,70101609,123,300,10,50,"{56010001,56010001,56000001}",13000,
50020010,50100007,10049002,"{615.59,10}",精英_10,2,50010047,25000001,1,3,10,0,0,70101601,70101610,123,320,10,50,"{56010001,56010001,56000001}",14000,
50020011,50100008,10049001,"{209.82,157.67}",精英_11,2,50010051,25000002,1,3,10,0,0,70101601,70101611,123,340,10,50,"{56010001,56010001,56000001}",15000,
50020012,50100008,10049002,"{615.59,10}",精英_12,2,50010055,25000003,1,3,10,0,0,70101601,70101612,123,360,10,50,"{56010001,56010001,56000001}",16000,
50020013,50100009,10049001,"{209.82,157.67}",精英_13,2,50010059,25000001,1,3,10,0,0,70101601,70101613,123,360,10,50,"{56010001,56010001,56000001}",17000,
50020014,50100009,10049002,"{615.59,10}",精英_14,2,50010063,25000002,1,3,10,0,0,70101601,70101614,123,380,10,50,"{56010001,56010001,56000001}",18000,
50020015,50100010,10049001,"{209.82,157.67}",精英_15,2,50010067,25000003,1,3,10,0,0,70101601,70101615,123,400,10,50,"{56010001,56010001,56000001}",19000,
50020016,50100010,10049002,"{615.59,10}",精英_16,2,50010071,25000001,1,3,10,0,0,70101601,70101616,123,400,10,50,"{56010001,56010001,56000001}",20000,
50020017,50100011,10049001,"{209.82,157.67}",精英_17,2,50010075,25000002,1,3,10,0,0,70101601,70101617,123,420,10,50,"{56010001,56010001,56000001}",21000,
50020018,50100011,10049002,"{615.59,10}",精英_18,2,50010079,25000003,1,3,10,0,0,70101601,70101618,123,440,10,50,"{56010001,56010001,56000001}",22000,
50020019,50100012,10049001,"{209.82,157.67}",精英_19,2,50010083,25000001,1,3,10,0,0,70101601,70101619,123,460,10,50,"{56010001,56010001,56000001}",23000,
50020020,50100012,10049002,"{615.59,10}",精英_20,2,50010087,25000002,1,3,10,0,0,70101601,70101620,123,460,10,50,"{56010001,56010001,56000001}",24000,
50020021,50100013,10049001,"{209.82,157.67}",精英_21,2,50010091,25000003,1,3,10,0,0,70101601,70101621,123,480,10,50,"{56010001,56010001,56000001}",25000,
50020022,50100013,10049002,"{615.59,10}",精英_22,2,50010095,25000001,1,3,10,0,0,70101601,70101622,123,500,10,50,"{56010001,56010001,56000001}",26000,
50020023,50100014,10049001,"{209.82,157.67}",精英_23,2,50010099,25000002,1,3,10,0,0,70101601,70101623,123,500,10,50,"{56010001,56010001,56000001}",27000,
50020024,50100014,10049002,"{615.59,10}",精英_24,2,50010103,25000003,1,3,10,0,0,70101601,70101624,123,520,10,50,"{56010001,56010001,56000001}",28000,
50020025,50100015,10049001,"{209.82,157.67}",精英_25,2,50010107,25000001,1,3,10,0,0,70101601,70101625,123,540,10,50,"{56010001,56010001,56000001}",29000,
50020026,50100015,10049002,"{615.59,10}",精英_26,2,50010111,25000002,1,3,10,0,0,70101601,70101626,123,540,10,50,"{56010001,56010001,56000001}",30000,
50020027,50100016,10049001,"{209.82,157.67}",精英_27,2,50010115,25000003,1,3,10,0,0,70101601,70101627,123,560,10,50,"{56010001,56010001,56000001}",31000,
50020028,50100016,10049002,"{615.59,10}",精英_28,2,50010119,25000001,1,3,10,0,0,70101601,70101628,123,580,10,50,"{56010001,56010001,56000001}",32000,
50020029,50100017,10049001,"{209.82,157.67}",精英_29,2,50010123,25000002,1,3,10,0,0,70101601,70101629,123,600,10,50,"{56010001,56010001,56000001}",33000,
50020030,50100017,10049002,"{615.59,10}",精英_30,2,50010127,25000003,1,3,10,0,0,70101601,70101630,123,600,10,50,"{56010001,56010001,56000001}",34000,
50020031,50100018,10049001,"{209.82,157.67}",精英_31,2,50010131,25000001,1,3,10,0,0,70101601,70101631,123,620,10,50,"{56010001,56010001,56000001}",35000,
50020032,50100018,10049002,"{615.59,10}",精英_32,2,50010135,25000002,1,3,10,0,0,70101601,70101632,123,640,10,50,"{56010001,56010001,56000001}",36000,
50020033,50100019,10049001,"{209.82,157.67}",精英_33,2,50010139,25000003,1,3,10,0,0,70101601,70101633,123,640,10,50,"{56010001,56010001,56000001}",37000,
50020034,50100019,10049002,"{615.59,10}",精英_34,2,50010143,25000001,1,3,10,0,0,70101601,70101634,123,660,10,50,"{56010001,56010001,56000001}",38000,
50020035,50100020,10049001,"{209.82,157.67}",精英_35,2,50010147,25000002,1,3,10,0,0,70101601,70101635,123,660,10,50,"{56010001,56010001,56000001}",39000,
50020036,50100020,10049002,"{615.59,10}",精英_36,2,50010151,25000003,1,3,10,0,0,70101601,70101636,123,660,10,50,"{56010001,56010001,56000001}",40000,
50020037,50100021,10049001,"{209.82,157.67}",精英_37,2,50010155,25000001,1,3,10,0,0,70101601,70101637,123,660,10,50,"{56010001,56010001,56000001}",41000,
50020038,50100021,10049002,"{615.59,10}",精英_38,2,50010159,25000002,1,3,10,0,0,70101601,70101638,123,660,10,50,"{56010001,56010001,56000001}",42000,
50020039,50100022,10049001,"{209.82,157.67}",精英_39,2,50010163,25000003,1,3,10,0,0,70101601,70101639,123,660,10,50,"{56010001,56010001,56000001}",43000,
50020040,50100022,10049002,"{615.59,10}",精英_40,2,50010167,25000001,1,3,10,0,0,70101601,70101640,123,660,10,50,"{56010001,56010001,56000001}",44000,
