"升星id{id,int}(idx)","角色id{hcid,int}(num,hcid)","星级{star,int}(num,lv)","大星(int,bigstar)","头像","形象","生命(num,lf){lf,int}","物理攻击(num,ptk){ptk,int}","魔法攻击(num,stk){stk,int}","物理防御(num,pdf){pdf,int}","魔法防御(num,sdf){sdf,int}","升星的所有消耗{costList,json_funcs}(json,costList)","角色折算后的碎片数量{prizeList,json_funcs}(json,prizeList)","开启被动技能id",
21200367,21000013,7,2,,,1503,781,0,149,119,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200368,21000013,8,2,,,1804,937,0,179,143,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200369,21000013,9,3,,,2205,1145,0,218,175,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200370,21000013,10,3,,,2606,1354,0,258,207,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200371,21000013,11,3,,,3007,1562,0,298,239,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200372,21000013,12,3,,,3407,1770,0,337,271,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200373,21000013,13,4,,,4009,2083,0,397,318,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200374,21000013,14,4,,,4610,2395,0,456,366,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200375,21000013,15,4,,,5211,2708,0,516,414,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200376,21000013,16,4,,,5813,3020,0,575,462,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200377,21000013,17,4,,,6414,3332,0,635,509,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200378,21000013,18,5,,,7216,3749,0,714,573,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200379,21000013,19,5,,,8018,4165,0,793,637,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200380,21000013,20,5,,,8819,4582,0,873,700,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200381,21000013,21,5,,,9621,4998,0,952,764,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200382,21000013,22,5,,,10423,5415,0,1031,828,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200383,21000013,23,5,,,11225,5832,0,1111,892,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200384,21000013,24,6,,,12227,6352,0,1210,971,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200385,21000013,25,6,,,13229,6873,0,1309,1051,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200386,21000013,26,6,,,14231,7394,0,1408,1130,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200387,21000013,27,6,,,15233,7914,0,1507,1210,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200388,21000013,28,6,,,16236,8435,0,1607,1290,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200389,21000013,29,6,,,17238,8956,0,1706,1369,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200390,21000013,30,7,,,18240,9476,0,1805,1449,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200391,21000014,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200392,21000014,2,1,,,200,103,0,20,16,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200393,21000014,3,1,,,401,206,0,41,31,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200394,21000014,4,1,,,601,309,0,61,47,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200395,21000014,5,2,,,902,464,0,92,70,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200396,21000014,6,2,,,1203,619,0,122,94,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200397,21000014,7,2,,,1503,773,0,153,117,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200398,21000014,8,2,,,1804,928,0,183,141,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200399,21000014,9,3,,,2205,1134,0,224,172,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200400,21000014,10,3,,,2606,1340,0,265,204,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200401,21000014,11,3,,,3007,1546,0,305,235,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200402,21000014,12,3,,,3407,1753,0,346,266,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200403,21000014,13,4,,,4009,2062,0,407,313,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200404,21000014,14,4,,,4610,2371,0,468,360,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200405,21000014,15,4,,,5211,2680,0,529,407,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200406,21000014,16,4,,,5813,2990,0,590,454,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200407,21000014,17,4,,,6414,3299,0,651,501,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200408,21000014,18,5,,,7216,3711,0,733,564,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200409,21000014,19,5,,,8018,4124,0,814,626,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200410,21000014,20,5,,,8819,4536,0,896,689,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200411,21000014,21,5,,,9621,4948,0,977,752,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200412,21000014,22,5,,,10423,5361,0,1059,814,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200413,21000014,23,5,,,11225,5773,0,1140,877,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200414,21000014,24,6,,,12227,6289,0,1242,955,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200415,21000014,25,6,,,13229,6804,0,1344,1034,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200416,21000014,26,6,,,14231,7319,0,1445,1112,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200417,21000014,27,6,,,15233,7835,0,1547,1190,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200418,21000014,28,6,,,16236,8350,0,1649,1268,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200419,21000014,29,6,,,17238,8866,0,1751,1347,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200420,21000014,30,7,,,18240,9381,0,1853,1425,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200421,21000015,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200422,21000015,2,1,,,200,0,103,16,20,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200423,21000015,3,1,,,401,0,206,31,39,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200424,21000015,4,1,,,601,0,309,47,59,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200425,21000015,5,2,,,902,0,464,70,88,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200426,21000015,6,2,,,1203,0,619,94,117,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200427,21000015,7,2,,,1503,0,773,117,147,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200428,21000015,8,2,,,1804,0,928,141,176,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200429,21000015,9,3,,,2205,0,1134,172,215,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200430,21000015,10,3,,,2606,0,1340,204,254,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200431,21000015,11,3,,,3007,0,1546,235,294,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200432,21000015,12,3,,,3407,0,1753,266,333,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200433,21000015,13,4,,,4009,0,2062,313,391,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200434,21000015,14,4,,,4610,0,2371,360,450,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200435,21000015,15,4,,,5211,0,2680,407,509,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200436,21000015,16,4,,,5813,0,2990,454,568,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200437,21000015,17,4,,,6414,0,3299,501,626,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200438,21000015,18,5,,,7216,0,3711,564,705,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200439,21000015,19,5,,,8018,0,4124,626,783,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200440,21000015,20,5,,,8819,0,4536,689,861,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200441,21000015,21,5,,,9621,0,4948,752,940,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200442,21000015,22,5,,,10423,0,5361,814,1018,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200443,21000015,23,5,,,11225,0,5773,877,1096,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200444,21000015,24,6,,,12227,0,6289,955,1194,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200445,21000015,25,6,,,13229,0,6804,1034,1292,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200446,21000015,26,6,,,14231,0,7319,1112,1390,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200447,21000015,27,6,,,15233,0,7835,1190,1488,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200448,21000015,28,6,,,16236,0,8350,1268,1586,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200449,21000015,29,6,,,17238,0,8866,1347,1683,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200450,21000015,30,7,,,18240,0,9381,1425,1781,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200451,21000016,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200452,21000016,2,1,,,200,0,103,16,20,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200453,21000016,3,1,,,401,0,206,31,41,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200454,21000016,4,1,,,601,0,309,47,61,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200455,21000016,5,2,,,902,0,464,70,92,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200456,21000016,6,2,,,1203,0,619,94,122,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200457,21000016,7,2,,,1503,0,773,117,153,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200458,21000016,8,2,,,1804,0,928,141,183,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200459,21000016,9,3,,,2205,0,1134,172,224,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200460,21000016,10,3,,,2606,0,1340,204,265,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200461,21000016,11,3,,,3007,0,1546,235,305,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200462,21000016,12,3,,,3407,0,1753,266,346,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200463,21000016,13,4,,,4009,0,2062,313,407,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200464,21000016,14,4,,,4610,0,2371,360,468,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200465,21000016,15,4,,,5211,0,2680,407,529,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200466,21000016,16,4,,,5813,0,2990,454,590,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200467,21000016,17,4,,,6414,0,3299,501,651,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200468,21000016,18,5,,,7216,0,3711,564,733,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200469,21000016,19,5,,,8018,0,4124,626,814,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200470,21000016,20,5,,,8819,0,4536,689,896,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200471,21000016,21,5,,,9621,0,4948,752,977,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200472,21000016,22,5,,,10423,0,5361,814,1059,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200473,21000016,23,5,,,11225,0,5773,877,1140,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200474,21000016,24,6,,,12227,0,6289,955,1242,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200475,21000016,25,6,,,13229,0,6804,1034,1344,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200476,21000016,26,6,,,14231,0,7319,1112,1445,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200477,21000016,27,6,,,15233,0,7835,1190,1547,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200478,21000016,28,6,,,16236,0,8350,1268,1649,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200479,21000016,29,6,,,17238,0,8866,1347,1751,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200480,21000016,30,7,,,18240,0,9381,1425,1853,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200481,21000017,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200482,21000017,2,1,,,295,45,0,30,23,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200483,21000017,3,1,,,589,91,0,60,47,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200484,21000017,4,1,,,884,136,0,89,70,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200485,21000017,5,2,,,1326,204,0,134,106,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200486,21000017,6,2,,,1768,272,0,179,141,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200487,21000017,7,2,,,2210,341,0,223,176,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200488,21000017,8,2,,,2652,409,0,268,211,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200489,21000017,9,3,,,3241,500,0,327,258,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200490,21000017,10,3,,,3831,590,0,387,305,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200491,21000017,11,3,,,4420,681,0,446,352,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200492,21000017,12,3,,,5009,772,0,506,399,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200493,21000017,13,4,,,5893,908,0,595,470,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200494,21000017,14,4,,,6777,1044,0,684,540,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200495,21000017,15,4,,,7661,1181,0,774,611,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200496,21000017,16,4,,,8545,1317,0,863,681,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200497,21000017,17,4,,,9429,1453,0,952,752,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200498,21000017,18,5,,,10608,1635,0,1071,846,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200499,21000017,19,5,,,11786,1816,0,1190,940,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200500,21000017,20,5,,,12965,1998,0,1309,1034,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200501,21000017,21,5,,,14144,2180,0,1428,1127,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200502,21000017,22,5,,,15322,2361,0,1547,1221,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200503,21000017,23,5,,,16501,2543,0,1666,1315,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200504,21000017,24,6,,,17974,2770,0,1815,1433,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200505,21000017,25,6,,,19447,2997,0,1964,1550,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200506,21000017,26,6,,,20921,3224,0,2112,1668,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200507,21000017,27,6,,,22394,3451,0,2261,1785,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200508,21000017,28,6,,,23867,3678,0,2410,1903,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200509,21000017,29,6,,,25340,3905,0,2559,2020,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200510,21000017,30,7,,,26814,4133,0,2708,2138,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200511,21000018,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200512,21000018,2,1,,,291,45,0,30,23,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200513,21000018,3,1,,,583,89,0,60,46,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200514,21000018,4,1,,,875,134,0,90,70,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200515,21000018,5,2,,,1312,201,0,135,105,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200516,21000018,6,2,,,1749,268,0,180,139,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200517,21000018,7,2,,,2186,335,0,225,174,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200518,21000018,8,2,,,2624,402,0,270,209,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200519,21000018,9,3,,,3207,491,0,330,256,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200520,21000018,10,3,,,3790,580,0,390,302,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200521,21000018,11,3,,,4373,669,0,450,348,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200522,21000018,12,3,,,4956,759,0,510,395,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200523,21000018,13,4,,,5830,893,0,600,465,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200524,21000018,14,4,,,6705,1026,0,690,534,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200525,21000018,15,4,,,7580,1160,0,780,604,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200526,21000018,16,4,,,8454,1294,0,870,674,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200527,21000018,17,4,,,9329,1428,0,960,743,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200528,21000018,18,5,,,10495,1607,0,1080,836,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200529,21000018,19,5,,,11661,1785,0,1201,929,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200530,21000018,20,5,,,12827,1964,0,1321,1022,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200531,21000018,21,5,,,13993,2142,0,1441,1115,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200532,21000018,22,5,,,15159,2321,0,1561,1208,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200533,21000018,23,5,,,16325,2499,0,1681,1301,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200534,21000018,24,6,,,17783,2722,0,1831,1417,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200535,21000018,25,6,,,19241,2946,0,1981,1533,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200536,21000018,26,6,,,20698,3169,0,2131,1649,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200537,21000018,27,6,,,22156,3392,0,2281,1765,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200538,21000018,28,6,,,23613,3615,0,2431,1881,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200539,21000018,29,6,,,25071,3838,0,2581,1998,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200540,21000018,30,7,,,26529,4061,0,2731,2114,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200541,21000019,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200542,21000019,2,1,,,246,0,75,19,25,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200543,21000019,3,1,,,491,0,150,39,49,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200544,21000019,4,1,,,737,0,226,58,74,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21200545,21000019,5,2,,,1105,0,338,87,110,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21200546,21000019,6,2,,,1474,0,451,116,147,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21200547,21000019,7,2,,,1842,0,564,145,184,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21200548,21000019,8,2,,,2210,0,676,174,221,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21200549,21000019,9,3,,,2702,0,827,212,270,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21200550,21000019,10,3,,,3193,0,977,251,319,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21200551,21000019,11,3,,,3684,0,1127,290,368,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21200552,21000019,12,3,,,4175,0,1278,328,417,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21200553,21000019,13,4,,,4912,0,1503,386,491,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21200554,21000019,14,4,,,5649,0,1729,444,564,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21200555,21000019,15,4,,,6385,0,1954,502,638,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21200556,21000019,16,4,,,7122,0,2180,560,711,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21200557,21000019,17,4,,,7859,0,2405,618,785,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21200558,21000019,18,5,,,8841,0,2706,695,883,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21200559,21000019,19,5,,,9824,0,3007,773,981,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21200560,21000019,20,5,,,10806,0,3307,850,1079,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21200561,21000019,21,5,,,11788,0,3608,927,1178,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21200562,21000019,22,5,,,12771,0,3909,1004,1276,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21200563,21000019,23,5,,,13753,0,4209,1082,1374,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21200564,21000019,24,6,,,14981,0,4585,1178,1497,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21200565,21000019,25,6,,,16209,0,4961,1275,1619,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21200566,21000019,26,6,,,17437,0,5337,1371,1742,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21200567,21000019,27,6,,,18665,0,5713,1468,1865,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21200568,21000019,28,6,,,19893,0,6088,1564,1987,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21200569,21000019,29,6,,,21121,0,6464,1661,2110,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21200570,21000019,30,7,,,22349,0,6840,1758,2233,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21200571,21000020,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21200572,21000020,2,1,,,251,0,75,19,25,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21200573,21000020,3,1,,,501,0,150,39,51,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21200574,21000020,4,1,,,752,0,226,58,76,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
