"英雄ID{id,int}(id,number)","英雄名称(chinese_hero_name,string)","中文称号(chinese_nickname,string)",英文名,英文称号,"英雄类型{hero_type,int}","颜色{color_type,int}(color_type,number)","移动方式{move_type,int}(move_type,number)","武器{weapon_type,int}(weapon_type,number)","性别{gender,int}(gender,number)","战斗时头像资源id(battle_head,string)","受伤时头像资源id(injured_head,string)","方头像资源id(quadrate_head,string)","站立立绘资源id(stand_drawing,string)","普通攻击立绘资源id(attack_drawing,string)","奥义攻击立绘资源id(aoyi_drawing,string)","受伤立绘资源id(injured_drawing,string)",音频id,"对话文本(dialog,string)","简介(profile,string)","初始武器技能{weapon_skills,json_funcs}(weapon_skill,json)","初始辅助技能{support_skills,json_funcs}(support_skills,json)","初始奥义技能{aoyi_skills,json_funcs}(aoyi_skills,json)","初始被动技能A{a_skills,json_funcs}(a_skills,json)","初始被动技能B{b_skills,json_funcs}(b_skills,json)","初始被动技能C{c_skills,json_funcs}(c_skills,json)","HP{hps,ints}(hps,array)","攻击{attacks,ints}(attacks,array)","速度{speeds,ints}(speeds,array)","防守{defenses,ints}(defenses,array)","魔防{magic_defenses,ints}(magic_defenses,array)","技巧{techniques,ints}(techniques,array)","幸运{lucks,ints}(lucks,array)","祝福类型{bless_type,int}(bless_type,number)","祝福属性类型1{bless_type_1,int}（bless_type_1,number)","祝福类型值1{bless_value_1,int}(bless_value_1,number)","祝福属性类型2{bless_type_2,int}(bless_type_2,number)","祝福类型值2{bless_value_2,int}(bless_value_2,number)"
20134305,芙罗利娜,可爱的天马骑士,Florina,Lovely Flier,1,3,4,3,0,bh20134305,bh20134305,bh20134305,bb20134305,bb20134305,bb20134305,bb20134305,,,,"[{type:1,param:21130001,value:1},{type:1,param:21130002,value:2},{type:1,param:21130013,value:3},{type:1,param:21130014,value:5}]","[{type:1,param:21410002,value:3}]",[],"[{type:1,param:21510111,value:1},{type:1,param:21510112,value:2},{type:1,param:21510113,value:4}]",[],"[{type:1,param:21530132,value:3},{type:1,param:21530133,value:4},{type:1,param:21530134,value:5}]","{16,34}","{5,21}","{6,20}","{4,18}","{6,25}","{6,22}","{4,17}",0,0,0,0,0
20143401,琳,伟大的女爵,Lyn,Brave Lady,1,4,3,4,0,bh20143401,bh20143401,bh20143401,bb20143401,bb20143401,bb20143401,bb20143401,,,,"[{type:1,param:21140001,value:1},{type:1,param:21140002,value:2},{type:1,param:21140003,value:3},{type:1,param:21140037,value:5}]",[],"[{type:1,param:21310004,value:3},{type:1,param:21310005,value:4}]","[{type:1,param:21510108,value:3},{type:1,param:21510111,value:4},{type:1,param:21510121,value:5}]","[{type:1,param:21520100,value:5}]","[{type:1,param:21530120,value:1},{type:1,param:21530121,value:2},{type:1,param:21530122,value:4}]","{14,28}","{5,24}","{7,26}","{3,12}","{4,20}","{4,20}","{6,20}",0,0,0,0,0
20111111,罗伊,幼狮,Roy,Young Lion,1,1,1,1,1,bh20111111,bh20111111,bh20111111,bb20111111,bb20111111,bb20111111,bb20111111,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110003,value:3},{type:1,param:21110050,value:5}]","[{type:1,param:21403001,value:3}]",[],"[{type:1,param:21510087,value:1},{type:1,param:21510088,value:2},{type:1,param:21510089,value:4}]","[{type:1,param:21520116,value:3},{type:1,param:21520117,value:4},{type:1,param:21520118,value:5}]",[],"{18,36}","{6,22}","{7,23}","{4,18}","{2,20}","{7,20}","{3,17}",0,0,0,0,0
20134306,火乃香,赤色战姬,Hinoka,Warrior Princess,1,3,4,3,0,bh20134306,bh20134306,bh20134306,bb20134306,bb20134306,bb20134306,bb20134306,,,,"[{type:1,param:21130001,value:1},{type:1,param:21130002,value:2},{type:1,param:21130005,value:3},{type:1,param:21130006,value:5}]",[],"[{type:1,param:21320007,value:3},{type:1,param:21320009,value:4}]","[{type:1,param:21510057,value:3},{type:1,param:21510058,value:4},{type:1,param:21510059,value:5}]",[],"[{type:1,param:21530010,value:1},{type:1,param:21530011,value:2},{type:1,param:21530021,value:4}]","{17,33}","{5,26}","{6,24}","{4,18}","{5,18}","{6,17}","{4,18}",0,0,0,0,0
20123201,狄亚马特,佣兵团的副团长,Titania,Mighty Mercenary,1,2,3,2,0,bh20123201,bh20123201,bh20123201,bb20123201,bb20123201,bb20123201,bb20123201,,,,"[{type:1,param:21120001,value:1},{type:1,param:21120002,value:2},{type:1,param:21120015,value:3},{type:1,param:21120016,value:5},{type:1,param:21120041,value:5}]","[{type:1,param:21410001,value:3}]",[],"[{type:1,param:21510114,value:1},{type:1,param:21510115,value:2},{type:1,param:21510116,value:4}]","[{type:1,param:21520062,value:3},{type:1,param:21520063,value:4},{type:1,param:21520064,value:5}]",[],"{16,30}","{4,20}","{6,25}","{4,18}","{6,22}","{7,21}","{2,18}",0,0,0,0,0
20141501,菲利西亚,迷糊女仆,Felicia,Maid Mayhem,1,4,1,5,0,bh20141501,bh20141501,bh20141501,bb20141501,bb20141501,bb20141501,bb20141501,,,,"[{type:1,param:21150001,value:1},{type:1,param:21150002,value:2},{type:1,param:21150003,value:3},{type:1,param:21150004,value:5}]",[],"[{type:1,param:21310011,value:3},{type:1,param:21310013,value:4}]","[{type:1,param:21510025,value:3},{type:1,param:21510026,value:4},{type:1,param:21510027,value:5}]",[],"[{type:1,param:21530132,value:1},{type:1,param:21530133,value:2},{type:1,param:21530134,value:4}]","{13,27}","{4,17}","{9,28}","{1,12}","{7,26}","{3,21}","{7,21}",0,0,0,0,0
20111112,马尔斯,阿利提亚的王子,Marth,Altean Prince,1,1,1,1,1,bh20111112,bh20111112,bh20111112,bb20111112,bb20111112,bb20111112,bb20111112,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110003,value:3},{type:1,param:21110031,value:5}]","[{type:1,param:21405001,value:3}]",[],[],"[{type:1,param:21520029,value:3},{type:1,param:21520030,value:4},{type:1,param:21520031,value:5}]","[{type:1,param:21530087,value:1},{type:1,param:21530088,value:2},{type:1,param:21530089,value:4}]","{17,33}","{5,23}","{6,25}","{5,21}","{4,17}","{7,23}","{3,19}",0,0,0,0,0
20134307,夏妮,爽朗的天马骑士,Shanna,Sprightly Flier,1,3,4,3,0,bh20134307,bh20134307,bh20134307,bb20134307,bb20134307,bb20134307,bb20134307,,,,"[{type:1,param:21130001,value:1},{type:1,param:21130002,value:2},{type:1,param:21130007,value:3},{type:1,param:21130008,value:5}]",[],"[{type:1,param:21310011,value:3},{type:1,param:21310012,value:4}]",[],"[{type:1,param:21520091,value:1},{type:1,param:21520092,value:2},{type:1,param:21520093,value:4}]","[{type:1,param:21530042,value:3},{type:1,param:21530043,value:4},{type:1,param:21530044,value:5}]","{15,31}","{6,22}","{7,26}","{4,18}","{5,21}","{6,20}","{4,17}",0,0,0,0,0
20123202,弗雷德里克,稳重的骑士团长,Frederick,Polite Knight,1,2,3,2,1,bh20123202,bh20123202,bh20123202,bb20123202,bb20123202,bb20123202,bb20123202,,,,"[{type:1,param:21120001,value:1},{type:1,param:21120002,value:2},{type:1,param:21120013,value:3},{type:1,param:21120014,value:5}]",[],"[{type:1,param:21310017,value:3},{type:1,param:21310019,value:4}]",[],"[{type:1,param:21520032,value:3},{type:1,param:21520033,value:4},{type:1,param:21520034,value:5}]","[{type:1,param:21530013,value:1},{type:1,param:21530014,value:2},{type:1,param:21530015,value:4}]","{17,35}","{7,26}","{4,18}","{6,27}","{2,10}","{7,26}","{2,16}",0,0,0,0,0
20141502,马修,义贼,Matthew,Faithful Spy,1,4,1,5,1,bh20141502,bh20141502,bh20141502,bb20141502,bb20141502,bb20141502,bb20141502,,,,"[{type:1,param:21150001,value:1},{type:1,param:21150002,value:2},{type:1,param:21150009,value:3},{type:1,param:21150010,value:5}]","[{type:1,param:21410001,value:3}]",[],[],"[{type:1,param:21520107,value:3},{type:1,param:21520108,value:4},{type:1,param:21520109,value:5}]","[{type:1,param:21530010,value:1},{type:1,param:21530011,value:2},{type:1,param:21530012,value:4}]","{15,33}","{4,18}","{8,26}","{4,22}","{3,12}","{3,17}","{7,20}",0,0,0,0,0
20132301,艾尔菲,怪力的重骑士,Effie,Army of One,1,3,2,3,1,bh20132301,bh20132301,bh20132301,bb20132301,bb20132301,bb20132301,bb20132301,,,,"[{type:1,param:21130001,value:1},{type:1,param:21130002,value:2},{type:1,param:21130003,value:3},{type:1,param:21130004,value:5}]","[{type:1,param:21406001,value:3}]",[],"[{type:1,param:21510108,value:3},{type:1,param:21510109,value:4},{type:1,param:21510110,value:5}]","[{type:1,param:21520144,value:1},{type:1,param:21520145,value:2},{type:1,param:21520146,value:4}]",[],"{20,41}","{10,31}","{3,16}","{9,25}","{2,16}","{6,24}","{4,18}",0,0,0,0,0
20111113,艾克(传）,传承神将,Ike,Vanguard Legend,1,1,1,1,1,bh20111113,bh20111113,bh20111113,bb20111113,bb20111113,bb20111113,bb20111113,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110003,value:3},{type:1,param:21110053,value:5}]",[],"[{type:1,param:21310021,value:3},{type:1,param:21310023,value:4},{type:1,param:21310025,value:5}]","[{type:1,param:21510141,value:3},{type:1,param:21510142,value:4},{type:1,param:21510153,value:5}]","[{type:1,param:21520116,value:3},{type:1,param:21520124,value:4},{type:1,param:21520125,value:5}]","[{type:1,param:21530033,value:1},{type:1,param:21530034,value:2},{type:1,param:21530035,value:4}]","{17,33}","{8,27}","{4,22}","{7,26}","{2,15}","{7,26}","{3,17}",4,1,3,2,2
20141503,拉加尔托,疾风,Legault,The Hurricane,1,4,1,5,1,bh20141503,bh20141503,bh20141503,bb20141503,bb20141503,bb20141503,bb20141503,,,,"[{type:1,param:21150001,value:1},{type:1,param:21150002,value:2},{type:1,param:21150013,value:3},{type:1,param:21150014,value:5}]",[],"[{type:1,param:21310001,value:3},{type:1,param:21310002,value:4}]","[{type:1,param:21510117,value:3},{type:1,param:21510111,value:4},{type:1,param:21510129,value:5}]",[],"[{type:1,param:21530027,value:1},{type:1,param:21530028,value:2},{type:1,param:21530029,value:4}]","{15,31}","{5,23}","{8,29}","{5,18}","{2,13}","{3,14}","{7,20}",0,0,0,0,0
20123203,君特,老迈骑士,Gunter,Inveterate Soldier,1,2,3,2,1,bh20123203,bh20123203,bh20123203,bb20123203,bb20123203,bb20123203,bb20123203,,,,"[{type:1,param:21120001,value:1},{type:1,param:21120002,value:2},{type:1,param:21120003,value:3},{type:1,param:21120004,value:5}]","[{type:1,param:21411001,value:3}]",[],"[{type:1,param:21510114,value:3},{type:1,param:21510115,value:4},{type:1,param:21510116,value:5}]",[],"[{type:1,param:21530007,value:1},{type:1,param:21530008,value:2},{type:1,param:21530019,value:4}]","{19,35}","{8,24}","{5,18}","{9,25}","{3,12}","{7,26}","{2,18}",0,0,0,0,0
20132302,温蒂,可爱的重骑士,Gwendolyn,Adorable Knight,1,3,2,3,0,bh20132302,bh20132302,bh20132302,bb20132302,bb20132302,bb20132302,bb20132302,,,,"[{type:1,param:21130001,value:1},{type:1,param:21130002,value:2},{type:1,param:21130007,value:3},{type:1,param:21130008,value:5}]",[],"[{type:1,param:21350001,value:3},{type:1,param:21350002,value:4}]",[],"[{type:1,param:21520129,value:3}]","[{type:1,param:21530084,value:1},{type:1,param:21530085,value:2},{type:1,param:21530023,value:4}]","{21,40}","{6,22}","{3,17}","{10,29}","{4,20}","{6,22}","{4,17}",0,0,0,0,0
20121201,安娜,特务机关的队长,Anna,Commander,1,2,1,2,0,bh20121201,bh20121201,bh20121201,bb20121201,bb20121201,bb20121201,bb20121201,,,,"[{type:1,param:21120001,value:1},{type:1,param:21120002,value:2},{type:1,param:21120003,value:3},{type:1,param:21120045,value:5}]",[],"[{type:1,param:21310001,value:2},{type:1,param:21310003,value:4}]",[],"[{type:1,param:21520132,value:3},{type:1,param:21520133,value:4},{type:1,param:21520134,value:5}]","[{type:1,param:21530093,value:1},{type:1,param:21530094,value:2},{type:1,param:21530095,value:4}]","{17,33}","{5,21}","{8,29}","{3,16}","{4,20}","{7,26}","{2,18}",0,0,0,0,0
20113101,阿瑞斯,黑骑士,Ares,Black Knight,1,1,3,1,1,bh20113101,bh20113101,bh20113101,bb20113101,bb20113101,bb20113101,bb20113101,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110007,value:3},{type:1,param:21110026,value:5}]",[],"[{type:1,param:21310004,value:3},{type:1,param:21310005,value:4}]","[{type:1,param:21510066,value:1},{type:1,param:21510067,value:2},{type:1,param:21510068,value:4}]","[{type:1,param:21520116,value:3},{type:1,param:21520127,value:4},{type:1,param:21520127,value:5}]",[],"{16,32}","{6,27}","{6,22}","{5,24}","{3,12}","{7,26}","{3,19}",0,0,0,0,0
20141504,贾法尔,死神,Jaffar,Angel of Death,1,4,1,5,1,bh20141504,bh20141504,bh20141504,bb20141504,bb20141504,bb20141504,bb20141504,,,,"[{type:1,param:21150001,value:1},{type:1,param:21150002,value:2},{type:1,param:21150003,value:3},{type:1,param:21150029,value:5}]",[],"[{type:1,param:21310001,value:3},{type:1,param:21310002,value:4}]","[{type:1,param:21510001,value:1},{type:1,param:21510002,value:2},{type:1,param:21510003,value:4}]",[],"[{type:1,param:21530042,value:3},{type:1,param:21530043,value:4},{type:1,param:21530044,value:5}]","{15,33}","{5,19}","{7,25}","{4,18}","{3,16}","{3,19}","{7,21}",0,0,0,0,0
20121202,艾克,伟大的佣兵,Ike,Brave Mercenary,1,2,1,2,1,bh20121202,bh20121202,bh20121202,bb20121202,bb20121202,bb20121202,bb20121202,,,,"[{type:1,param:21120001,value:1},{type:1,param:21120002,value:2},{type:1,param:21120003,value:3},{type:1,param:21120044,value:5}]",[],"[{type:1,param:21310021,value:3},{type:1,param:21310023,value:4},{type:1,param:21310024,value:5}]","[{type:1,param:21510138,value:3},{type:1,param:21510139,value:4},{type:1,param:21510152,value:5}]","[{type:1,param:21520061,value:5}]","[{type:1,param:21530045,value:1},{type:1,param:21530046,value:2},{type:1,param:21530047,value:4}]","{15,34}","{8,27}","{4,20}","{7,26}","{3,14}","{7,26}","{2,16}",0,0,0,0,0
20133301,芬恩,传说中的枪骑士,Finn,Lance of Legend,1,3,3,3,1,bh20133301,bh20133301,bh20133301,bb20133301,bb20133301,bb20133301,bb20133301,,,,"[{type:1,param:21130001,value:1},{type:1,param:21130002,value:2},{type:1,param:21130005,value:3},{type:1,param:21130006,value:5}]",[],"[{type:1,param:21330001,value:3}]","[{type:1,param:21510016,value:3},{type:1,param:21510038,value:4},{type:1,param:21510039,value:5}]",[],"[{type:1,param:21530084,value:1},{type:1,param:21530085,value:2},{type:1,param:21530112,value:4}]","{16,32}","{6,25}","{7,25}","{6,24}","{1,12}","{6,25}","{4,15}",0,0,0,0,0
20113102,凯因,猛牛,Cain,The Bull,1,1,3,1,1,bh20113102,bh20113102,bh20113102,bb20113102,bb20113102,bb20113102,bb20113102,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110005,value:3},{type:1,param:21110006,value:5}]",[],"[{type:1,param:21320004,value:3},{type:1,param:21350002,value:4}]",[],"[{type:1,param:21520032,value:1},{type:1,param:21520033,value:2},{type:1,param:21520034,value:4}]","[{type:1,param:21530039,value:3},{type:1,param:21530040,value:4},{type:1,param:21530041,value:5}]","{16,34}","{6,24}","{4,23}","{6,20}","{4,15}","{7,26}","{3,19}",0,0,0,0,0
20141505,乔克,忠诚的管家,Jakob,Devoted Servant,1,4,1,5,1,bh20141505,bh20141505,bh20141505,bb20141505,bb20141505,bb20141505,bb20141505,,,,"[{type:1,param:21150001,value:1},{type:1,param:21150002,value:2},{type:1,param:21150003,value:3},{type:1,param:21150004,value:5}]","[{type:1,param:21409010,value:3}]",[],"[{type:1,param:21510022,value:1},{type:1,param:21510023,value:2},{type:1,param:21510024,value:4}]","[{type:1,param:21520004,value:3},{type:1,param:21520005,value:4},{type:1,param:21520006,value:5}]",[],"{15,31}","{5,21}","{7,23}","{4,18}","{3,17}","{3,17}","{7,25}",0,0,0,0,0
20113103,西格尔特,圣骑士,Sigurd,Holy Knight,1,1,3,1,1,bh20113103,bh20113103,bh20113103,bb20113103,bb20113103,bb20113103,bb20113103,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110003,value:3},{type:1,param:21110040,value:5}]",[],"[{type:1,param:21330001,value:3}]","[{type:1,param:21510156,value:1},{type:1,param:21510157,value:2},{type:1,param:21510158,value:4}]","[{type:1,param:21520147,value:5}]","[{type:1,param:21530123,value:3},{type:1,param:21530124,value:4},{type:1,param:21530125,value:5}]","{17,33}","{7,26}","{6,24}","{4,25}","{2,11}","{7,25}","{3,17}",0,0,0,0,0
20133302,贝尔克特,傲慢的王子,Berkut,Prideful Prince,1,3,3,3,1,bh20133302,bh20133302,bh20133302,bb20133302,bb20133302,bb20133302,bb20133302,,,,"[{type:1,param:21130001,value:1},{type:1,param:21130002,value:2},{type:1,param:21130027,value:3},{type:1,param:21130028,value:5}]",[],"[{type:1,param:21320001,value:3},{type:1,param:21320003,value:4}]","[{type:1,param:21510099,value:3},{type:1,param:21510100,value:4},{type:1,param:21510101,value:5}]",[],"[{type:1,param:21530093,value:1},{type:1,param:21530094,value:2},{type:1,param:21530113,value:4}]","{17,35}","{6,25}","{3,16}","{5,23}","{5,18}","{6,22}","{4,17}",0,0,0,0,0
20121203,阿库娅,庆典的歌姬,Azura,Lady of Ballads,1,2,1,2,0,bh20121203,bh20121203,bh20121203,bb20121203,bb20121203,bb20121203,bb20121203,,,,"[{type:1,param:21120001,value:1},{type:1,param:21120002,value:2},{type:1,param:21120003,value:3},{type:1,param:21120046,value:5}]","[{type:1,param:21408002,value:3}]",[],"[{type:1,param:21510087,value:1},{type:1,param:21510088,value:2},{type:1,param:21510089,value:4}]",[],"[{type:1,param:21530093,value:3},{type:1,param:21530111,value:4},{type:1,param:21530111,value:5}]","{14,28}","{4,23}","{6,25}","{1,14}","{4,20}","{7,26}","{2,18}",0,0,0,0,0
20141506,阳炎,古风之忍,Kagero,Honorable Ninja,1,4,1,5,0,bh20141506,bh20141506,bh20141506,bb20141506,bb20141506,bb20141506,bb20141506,,,,"[{type:1,param:21150001,value:1},{type:1,param:21150002,value:2},{type:1,param:21150007,value:3},{type:1,param:21150008,value:5}]",[],"[{type:1,param:21310014,value:3},{type:1,param:21310015,value:4}]","[{type:1,param:21510117,value:3},{type:1,param:21510118,value:4},{type:1,param:21510119,value:5}]","[{type:1,param:21520087,value:1},{type:1,param:21520088,value:2},{type:1,param:21520089,value:4}]",[],"{14,25}","{7,26}","{6,24}","{3,16}","{4,20}","{3,14}","{7,23}",0,0,0,0,0
20121204,巴兹,塔利斯的义勇兵,Barst,The Hatchet,1,2,1,2,1,bh20121204,bh20121204,bh20121204,bb20121204,bb20121204,bb20121204,bb20121204,,,,"[{type:1,param:21120001,value:1},{type:1,param:21120002,value:2},{type:1,param:21120005,value:3},{type:1,param:21120006,value:5}]","[{type:1,param:21402001,value:3}]",[],[],"[{type:1,param:21520130,value:3}]","[{type:1,param:21530084,value:1},{type:1,param:21530085,value:2},{type:1,param:21530086,value:4}]","{18,37}","{7,25}","{6,24}","{4,22}","{2,11}","{7,25}","{2,16}",0,0,0,0,0
20133303,卡谬,黑之骑士,Camus,Sable Knight,1,3,3,3,1,bh20133303,bh20133303,bh20133303,bb20133303,bb20133303,bb20133303,bb20133303,,,,"[{type:1,param:21130001,value:1},{type:1,param:21130002,value:2},{type:1,param:21130003,value:3},{type:1,param:21130045,value:5}]",[],"[{type:1,param:21320010,value:3},{type:1,param:21320011,value:4}]","[{type:1,param:21510046,value:4}]",[],"[{type:1,param:21530084,value:1},{type:1,param:21530085,value:2},{type:1,param:21530112,value:4}]","{16,34}","{6,24}","{7,25}","{5,23}","{2,11}","{6,27}","{4,20}",0,0,0,0,0
20113104,艾尔多尚,狮子王,Eldigan,Lionheart,1,1,3,1,1,bh20113104,bh20113104,bh20113104,bb20113104,bb20113104,bb20113104,bb20113104,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110007,value:3},{type:1,param:21110025,value:5}]",[],"[{type:1,param:21320004,value:3},{type:1,param:21320005,value:4}]","[{type:1,param:21510004,value:1},{type:1,param:21510005,value:2},{type:1,param:21510006,value:4}]","[{type:1,param:21520128,value:3}]",[],"{17,36}","{6,24}","{3,17}","{6,25}","{4,13}","{7,25}","{3,19}",0,0,0,0,0
20141507,凉风,凉风之忍,Kaze,Easygoing Ninja,1,4,1,5,1,bh20141507,bh20141507,bh20141507,bb20141507,bb20141507,bb20141507,bb20141507,,,,"[{type:1,param:21150001,value:1},{type:1,param:21150002,value:2},{type:1,param:21150011,value:3},{type:1,param:21150012,value:5}]",[],"[{type:1,param:21310011,value:3},{type:1,param:21310012,value:4}]",[],"[{type:1,param:21520107,value:3},{type:1,param:21520108,value:4},{type:1,param:21520109,value:5}]","[{type:1,param:21530120,value:1},{type:1,param:21530121,value:2},{type:1,param:21530122,value:4}]","{15,28}","{4,22}","{8,27}","{2,11}","{6,25}","{3,17}","{7,23}",0,0,0,0,0
20121205,霍克艾,沙漠的守护者,Hawkeye,Desert Guardian,1,2,1,2,1,bh20121205,bh20121205,bh20121205,bb20121205,bb20121205,bb20121205,bb20121205,,,,"[{type:1,param:21120001,value:1},{type:1,param:21120002,value:2},{type:1,param:21120007,value:3},{type:1,param:21120008,value:5}]",[],"[{type:1,param:21320004,value:3},{type:1,param:21320005,value:4}]","[{type:1,param:21510108,value:3},{type:1,param:21510109,value:4},{type:1,param:21510110,value:5}]",[],"[{type:1,param:21530039,value:1},{type:1,param:21530040,value:2},{type:1,param:21530041,value:4}]","{19,37}","{7,25}","{3,16}","{4,20}","{4,22}","{7,23}","{2,18}",0,0,0,0,0
20113105,艾利乌德,吕基亚第一的骑士,Eliwood,Knight of Lycia,1,1,3,1,1,bh20113105,bh20113105,bh20113105,bb20113105,bb20113105,bb20113105,bb20113105,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110003,value:3},{type:1,param:21110045,value:5}]",[],"[{type:1,param:21350004,value:3},{type:1,param:21350005,value:4}]",[],"[{type:1,param:21520072,value:3},{type:1,param:21520073,value:4},{type:1,param:21520074,value:5}]","[{type:1,param:21530093,value:1},{type:1,param:21530094,value:2},{type:1,param:21530113,value:4}]","{15,31}","{5,23}","{6,22}","{4,17}","{6,24}","{7,23}","{3,21}",0,0,0,0,0
20133304,克雷贝,为理想而战,Clive,Idealistic Knight,1,3,3,3,1,bh20133304,bh20133304,bh20133304,bb20133304,bb20133304,bb20133304,bb20133304,,,,"[{type:1,param:21130001,value:1},{type:1,param:21130002,value:2},{type:1,param:21130003,value:3},{type:1,param:21130004,value:5}]",[],"[{type:1,param:21350001,value:3},{type:1,param:21350002,value:4}]","[{type:1,param:21510022,value:1},{type:1,param:21510023,value:2},{type:1,param:21510024,value:4}]","[{type:1,param:21520131,value:3}]",[],"{17,36}","{7,25}","{4,18}","{6,24}","{2,13}","{6,25}","{4,18}",0,0,0,0,0
20141801,樱,慈悲的巫女,Sakura,Loving Priestess,1,4,1,8,0,bh20141801,bh20141801,bh20141801,bb20141801,bb20141801,bb20141801,bb20141801,,,,"[{type:1,param:21180001,value:1},{type:1,param:21180004,value:3},{type:1,param:21180005,value:5}]","[{type:1,param:21401001,value:1},{type:1,param:21401002,value:2},{type:1,param:21401008,value:4},{type:1,param:21401009,value:5}]","[{type:1,param:21330007,value:2},{type:1,param:21330006,value:3}]",[],[],"[{type:1,param:21530013,value:3},{type:1,param:21530014,value:4},{type:1,param:21530015,value:5}]","{15,29}","{4,20}","{6,22}","{3,17}","{6,22}","{1,20}","{10,28}",0,0,0,0,0
20131701,侬侬,永远的幼子,Nowi,Eternal Youth,1,3,1,7,1,bh20131701,bh20131701,bh20131701,bb20131701,bb20131701,bb20131701,bb20131701,,,,"[{type:1,param:21170001,value:1},{type:1,param:21170002,value:2},{type:1,param:21170009,value:3},{type:1,param:21170010,value:5}]","[{type:1,param:21409008,value:3}]",[],"[{type:1,param:21510022,value:3},{type:1,param:21510023,value:4},{type:1,param:21510024,value:5}]",[],"[{type:1,param:21530048,value:1},{type:1,param:21530049,value:2},{type:1,param:21530050,value:4}]","{15,36}","{4,25}","{3,19}","{4,22}","{3,19}","{5,19}","{5,18}",0,0,0,0,0
20121206,多尔卡斯,冷静的战士,Dorcas,Serene Warrior,1,2,1,2,1,bh20121206,bh20121206,bh20121206,bb20121206,bb20121206,bb20121206,bb20121206,,,,"[{type:1,param:21120001,value:1},{type:1,param:21120002,value:2},{type:1,param:21120003,value:3},{type:1,param:21120047,value:5}]",[],"[{type:1,param:21310004,value:3},{type:1,param:21310005,value:4}]","[{type:1,param:21510132,value:3},{type:1,param:21510133,value:4},{type:1,param:21510134,value:5}]","[{type:1,param:21520135,value:3},{type:1,param:21520136,value:4},{type:1,param:21520137,value:5}]","[{type:1,param:21530001,value:1},{type:1,param:21530002,value:2},{type:1,param:21530003,value:4}]","{17,36}","{7,26}","{4,17}","{7,26}","{3,17}","{7,23}","{2,16}",0,0,0,0,0
20113106,赛特,纯银的圣骑士,Seth,Silver Knight,1,1,3,1,1,bh20113106,bh20113106,bh20113106,bb20113106,bb20113106,bb20113106,bb20113106,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110015,value:3},{type:1,param:21110016,value:5}]","[{type:1,param:21404001,value:3}]",[],"[{type:1,param:21510007,value:1},{type:1,param:21510008,value:2},{type:1,param:21510009,value:4}]","[{type:1,param:21520110,value:3},{type:1,param:21520124,value:4},{type:1,param:21520125,value:5}]",[],"{16,30}","{6,24}","{5,23}","{6,24}","{3,16}","{7,21}","{3,16}",0,0,0,0,0
20141802,赛拉,吵闹的修女,Serra,Outspoken Cleric,1,4,1,8,0,bh20141802,bh20141802,bh20141802,bb20141802,bb20141802,bb20141802,bb20141802,,,,"[{type:1,param:21180001,value:1},{type:1,param:21180002,value:3},{type:1,param:21180003,value:5}]","[{type:1,param:21401001,value:1},{type:1,param:21401002,value:2},{type:1,param:21401006,value:4},{type:1,param:21401007,value:5}]","[{type:1,param:21330007,value:2},{type:1,param:21330004,value:3}]",[],[],"[{type:1,param:21530007,value:3},{type:1,param:21530008,value:4},{type:1,param:21530009,value:5}]","{14,27}","{4,22}","{7,23}","{2,15}","{7,25}","{1,19}","{10,24}",0,0,0,0,0
20112101,亚丹,又硬、又强、又慢,Arden,Strong and Tough,1,1,2,1,1,bh20112101,bh20112101,bh20112101,bb20112101,bb20112101,bb20112101,bb20112101,,,,"[{type:1,param:21110001,value:1},{type:1,param:21110002,value:2},{type:1,param:21110005,value:3},{type:1,param:21110006,value:5}]",[],"[{type:1,param:21350001,value:3},{type:1,param:21350003,value:4}]",[],"[{type:1,param:21520090,value:5}]","[{type:1,param:21530090,value:1},{type:1,param:21530108,value:2},{type:1,param:21530109,value:4}]","{23,50}","{8,27}","{1,10}","{11,32}","{1,10}","{7,25}","{3,17}",0,0,0,0,0
20121701,法,被称为神的龙,Fae,Divine Dragon,1,2,1,7,1,bh20121701,bh20121701,bh20121701,bb20121701,bb20121701,bb20121701,bb20121701,,,,"[{type:1,param:21170001,value:1},{type:1,param:21170002,value:2},{type:1,param:21170005,value:3},{type:1,param:21170006,value:5}]","[{type:1,param:21407001,value:3}]",[],[],"[{type:1,param:21520004,value:1},{type:1,param:21520005,value:2},{type:1,param:21520006,value:4}]","[{type:1,param:21530039,value:3},{type:1,param:21530040,value:4},{type:1,param:21530041,value:5}]","{14,37}","{3,24}","{2,20}","{4,18}","{6,22}","{5,14}","{5,19}",0,0,0,0,0
